CASE_ID,WRKFLW_TSK_MAP_GROUPED,WRKFLW_TSK_MAP_DETAILED,PATH_CRDATETIME,time_used_str,time_used_second
1138305|515182|790060,Submit,Submit,29/10/2019 15:56:59,7 days 20 hours 30 minutes 24 seconds,678624.0
1138305|515182|790060,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,6/11/2019 12:27:23,0 days 0 hours 1 minutes 21 seconds,81.0
1138305|515182|790060,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,6/11/2019 12:28:44,0 days 0 hours 0 minutes 19 seconds,19.0
1138305|515182|790060,AR - Satisfied - work experience,AR - Satisfied - Curriculum Vitae,6/11/2019 12:29:03,0 days 0 hours 0 minutes 24 seconds,24.0
1138305|515182|790060,Send for Assessment,Send for Assessment,6/11/2019 12:29:27,NA,0.0
1048849|396177|616541,Submit,Submit,25/9/2018 17:18:14,14 days 17 hours 30 minutes 32 seconds,1272632.0
1048849|396177|616541,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,10/10/2018 10:48:46,0 days 0 hours 8 minutes 33 seconds,513.0
1048849|396177|616541,AR - Created - further information,AR - Created - Further information (1),10/10/2018 10:57:19,0 days 0 hours 5 minutes 31 seconds,331.0
1048849|396177|616541,Send for Assessment,Send for Assessment,10/10/2018 11:02:50,NA,0.0
832797|478411|733948,Submit,Submit,24/4/2019 19:58:10,0 days 11 hours 11 minutes 27 seconds,40287.0
832797|478411|733948,AR - Created - previous or current study,AR - Created - University of Melbourne Statement of Results / transcript,25/4/2019 7:09:37,0 days 0 hours 0 minutes 33 seconds,33.0
832797|478411|733948,AR - Satisfied - previous or current study,AR - Satisfied - University of Melbourne Statement of Results / transcript,25/4/2019 7:10:10,12 days 9 hours 22 minutes 7 seconds,1070527.0
832797|478411|733948,AR - Satisfied - advanced standing,AR - Satisfied - Credit for previous study,7/5/2019 16:32:17,0 days 0 hours 0 minutes 5 seconds,5.0
832797|478411|733948,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,7/5/2019 16:32:22,0 days 0 hours 0 minutes 4 seconds,4.0
832797|478411|733948,AR - Satisfied - application details,AR - Satisfied - Current enrolment at the University of Melbourne,7/5/2019 16:32:26,0 days 0 hours 0 minutes 4 seconds,4.0
832797|478411|733948,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,7/5/2019 16:32:30,0 days 0 hours 0 minutes 39 seconds,39.0
832797|478411|733948,Send for Assessment,Send for Assessment,7/5/2019 16:33:09,NA,0.0
930987|361786|564008,Submit,Submit,27/5/2018 7:28:39,3 days 5 hours 7 minutes 56 seconds,277676.0
930987|361786|564008,AR - Created - specialisation,AR - Created - Specialisation (Master of Engineering),30/5/2018 12:36:35,0 days 0 hours 8 minutes 57 seconds,537.0
930987|361786|564008,Assessment Outcome - Ineligible / Withdrawn,Assessment Outcome - Ineligible / Withdrawn,30/5/2018 12:45:32,8 days 1 hours 10 minutes 57 seconds,695457.0
930987|361786|564008,AR - Satisfied - specialisation,AR - Satisfied - Specialisation (Master of Engineering),7/6/2018 13:56:29,0 days 0 hours 1 minutes 12 seconds,72.0
930987|361786|564008,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,7/6/2018 13:57:41,0 days 0 hours 0 minutes 17 seconds,17.0
930987|361786|564008,AR - Not Satisfied - ELR,AR - Not Satisfied - English language proficiency,7/6/2018 13:57:58,0 days 0 hours 0 minutes 7 seconds,7.0
930987|361786|564008,OC - Created - Other,OC - Created - English language requirements,7/6/2018 13:58:05,0 days 0 hours 2 minutes 52 seconds,172.0
930987|361786|564008,Send for Assessment,Send for Assessment,7/6/2018 14:00:57,NA,0.0
1037562|386109|651820,Submit,Submit,6/9/2018 16:56:32,41 days 17 hours 49 minutes 39 seconds,3606579.0
1037562|386109|651820,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,18/10/2018 10:46:11,0 days 0 hours 0 minutes 0 seconds,0.0
1037562|386109|651820,AR - Satisfied - work experience,AR - Satisfied - Employer reference letter,18/10/2018 10:46:11,0 days 0 hours 0 minutes 0 seconds,0.0
1037562|386109|651820,AR - Satisfied - work experience,AR - Satisfied - Curriculum Vitae,18/10/2018 10:46:11,0 days 0 hours 0 minutes 0 seconds,0.0
1037562|386109|651820,AR - Satisfied - personal statement/expression of interest,AR - Satisfied - Personal statement (500 words),18/10/2018 10:46:11,0 days 2 hours 12 minutes 53 seconds,7973.0
1037562|386109|651820,Send for Assessment,Send for Assessment,18/10/2018 12:59:04,NA,0.0
1092070|457283|702290,Submit,Submit,6/2/2019 15:18:44,14 days 18 hours 13 minutes 12 seconds,1275192.0
1092070|457283|702290,AR - Created - further information,AR - Created - Further information (1),21/2/2019 9:31:56,0 days 0 hours 0 minutes 29 seconds,29.0
1092070|457283|702290,AR - Requested - further information,AR - Requested - Further information (1),21/2/2019 9:32:25,0 days 0 hours 0 minutes 14 seconds,14.0
1092070|457283|702290,AR - Not Satisfied - ELR,AR - Not Satisfied - English language proficiency,21/2/2019 9:32:39,0 days 0 hours 0 minutes 6 seconds,6.0
1092070|457283|702290,OC - Created - Other,OC - Created - English language requirements,21/2/2019 9:32:45,0 days 0 hours 0 minutes 54 seconds,54.0
1092070|457283|702290,Put Triage On-Hold,Put Triage On-Hold,21/2/2019 9:33:39,NA,0.0
1102908|470757|722761,Submit,Submit,30/4/2019 15:56:07,15 days 18 hours 49 minutes 7 seconds,1363747.0
1102908|470757|722761,AR - Satisfied - advanced standing,AR - Satisfied - Credit for previous study,16/5/2019 10:45:14,0 days 0 hours 9 minutes 35 seconds,575.0
1102908|470757|722761,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,16/5/2019 10:54:49,0 days 0 hours 9 minutes 57 seconds,597.0
1102908|470757|722761,Send for Assessment,Send for Assessment,16/5/2019 11:04:46,NA,0.0
1052649|403155|625720,Submit,Submit,6/10/2018 14:21:35,8 days 20 hours 45 minutes 49 seconds,765949.0
1052649|403155|625720,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,15/10/2018 11:07:24,0 days 0 hours 4 minutes 26 seconds,266.0
1052649|403155|625720,AR - Satisfied - work experience,AR - Satisfied - Curriculum Vitae,15/10/2018 11:11:50,0 days 0 hours 2 minutes 38 seconds,158.0
1052649|403155|625720,OC - Created - Other,OC - Created - English language requirements,15/10/2018 11:14:28,0 days 0 hours 0 minutes 9 seconds,9.0
1052649|403155|625720,Send for Assessment,Send for Assessment,15/10/2018 11:14:37,NA,0.0
1017434|355950|554924,Submit,Submit,16/4/2018 11:16:53,9 days 22 hours 50 minutes 58 seconds,859858.0
1017434|355950|554924,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,26/4/2018 10:07:51,0 days 0 hours 10 minutes 37 seconds,637.0
1017434|355950|554924,Send for Assessment,Send for Assessment,26/4/2018 10:18:28,NA,0.0
388114|371150|578862,Submit,Submit,11/1/2019 9:59:06,4 days 0 hours 25 minutes 13 seconds,347113.0
388114|371150|578862,AR - Satisfied - advanced standing,AR - Satisfied - Credit for previous study,15/1/2019 10:24:19,0 days 0 hours 2 minutes 52 seconds,172.0
388114|371150|578862,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,15/1/2019 10:27:11,0 days 0 hours 16 minutes 51 seconds,1011.0
388114|371150|578862,AR - Created - further information,AR - Created - Further information (1),15/1/2019 10:44:02,0 days 0 hours 0 minutes 20 seconds,20.0
388114|371150|578862,AR - Requested - further information,AR - Requested - Further information (1),15/1/2019 10:44:22,0 days 0 hours 3 minutes 3 seconds,183.0
388114|371150|578862,Put Triage On-Hold,Put Triage On-Hold,15/1/2019 10:47:25,NA,0.0
1077871|514419|788955,Submit,Submit,2/9/2019 21:48:48,21 days 15 hours 24 minutes 19 seconds,1869859.0
1077871|514419|788955,AR - Satisfied - previous or current study,AR - Satisfied - Transcript � My eQuals,24/9/2019 13:13:07,0 days 3 hours 2 minutes 39 seconds,10959.0
1077871|514419|788955,AR - Satisfied - entry points,AR - Satisfied - Entry points (Master of Information Technology),24/9/2019 16:15:46,0 days 0 hours 1 minutes 2 seconds,62.0
1077871|514419|788955,AR - Satisfied - application details,AR - Satisfied - Current enrolment at the University of Melbourne,24/9/2019 16:16:48,0 days 0 hours 0 minutes 6 seconds,6.0
1077871|514419|788955,AR - Satisfied - GAM,AR - Satisfied - Graduate Access Melbourne,24/9/2019 16:16:54,0 days 0 hours 0 minutes 27 seconds,27.0
1077871|514419|788955,AR - Satisfied - specialisation,AR - Satisfied - Specialisation (Master of Information Technology),24/9/2019 16:17:21,0 days 0 hours 0 minutes 45 seconds,45.0
1077871|514419|788955,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,24/9/2019 16:18:06,0 days 0 hours 1 minutes 46 seconds,106.0
1077871|514419|788955,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,24/9/2019 16:19:52,0 days 0 hours 6 minutes 58 seconds,418.0
1077871|514419|788955,Send for Assessment,Send for Assessment,24/9/2019 16:26:50,NA,0.0
832919|404288|627219,Submit,Submit,8/10/2018 21:38:42,0 days 17 hours 33 minutes 7 seconds,63187.0
832919|404288|627219,AR - Created - previous or current study,AR - Created - University of Melbourne Statement of Results / transcript,9/10/2018 15:11:49,0 days 0 hours 0 minutes 31 seconds,31.0
832919|404288|627219,AR - Satisfied - previous or current study,AR - Satisfied - University of Melbourne Statement of Results / transcript,9/10/2018 15:12:20,6 days 0 hours 16 minutes 22 seconds,519382.0
832919|404288|627219,AR - Satisfied - entry points,AR - Satisfied - Entry points (Master of Information Technology),15/10/2018 15:28:42,0 days 0 hours 21 minutes 13 seconds,1273.0
832919|404288|627219,AR - Satisfied - application details,AR - Satisfied - Current enrolment at the University of Melbourne,15/10/2018 15:49:55,0 days 0 hours 0 minutes 35 seconds,35.0
832919|404288|627219,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,15/10/2018 15:50:30,0 days 0 hours 0 minutes 13 seconds,13.0
832919|404288|627219,AR - Satisfied - specialisation,AR - Satisfied - Specialisation (Master of Information Technology),15/10/2018 15:50:43,0 days 0 hours 0 minutes 12 seconds,12.0
832919|404288|627219,AR - Satisfied - syllabus,AR - Satisfied - Official syllabus or subject descriptions (in English),15/10/2018 15:50:55,0 days 0 hours 0 minutes 39 seconds,39.0
832919|404288|627219,Send for Assessment,Send for Assessment,15/10/2018 15:51:34,NA,0.0
1114684|484215|743082,Submit,Submit,29/5/2019 11:03:04,6 days 1 hours 44 minutes 36 seconds,524676.0
1114684|484215|743082,Send for Assessment,Send for Assessment,4/6/2019 12:47:40,NA,0.0
1026606|367690|573742,Submit,Submit,29/4/2019 12:38:25,9 days 3 hours 56 minutes 33 seconds,791793.0
1026606|367690|573742,Put Triage On-Hold,Put Triage On-Hold,8/5/2019 16:34:58,0 days 0 hours 0 minutes 34 seconds,34.0
1026606|367690|573742,Assessment Decision - No Decision,Assessment Decision - No Decision,8/5/2019 16:35:32,0 days 20 hours 53 minutes 57 seconds,75237.0
1026606|367690|573742,Release Triage Hold,Release Triage Hold,9/5/2019 13:29:29,0 days 0 hours 59 minutes 20 seconds,3560.0
1026606|367690|573742,AR - Satisfied - personal statement/expression of interest,AR - Satisfied - Personal statement (500 words),9/5/2019 14:28:49,0 days 0 hours 0 minutes 6 seconds,6.0
1026606|367690|573742,AR - Satisfied - work experience,AR - Satisfied - Curriculum Vitae,9/5/2019 14:28:55,0 days 0 hours 18 minutes 3 seconds,1083.0
1026606|367690|573742,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,9/5/2019 14:46:58,0 days 0 hours 0 minutes 16 seconds,16.0
1026606|367690|573742,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,9/5/2019 14:47:14,0 days 0 hours 1 minutes 16 seconds,76.0
1026606|367690|573742,AR - Requested - work experience,AR - Requested - Employer reference letter,9/5/2019 14:48:30,0 days 0 hours 4 minutes 19 seconds,259.0
1026606|367690|573742,Put Triage On-Hold,Put Triage On-Hold,9/5/2019 14:52:49,0 days 0 hours 0 minutes 53 seconds,53.0
1026606|367690|573742,Assessment Decision - No Decision,Assessment Decision - No Decision,9/5/2019 14:53:42,0 days 0 hours 4 minutes 13 seconds,253.0
1026606|367690|573742,Assessment Decision - No Decision,Assessment Decision - No Decision,9/5/2019 14:57:55,83 days 1 hours 50 minutes 40 seconds,7177840.0
1026606|367690|573742,Release Triage Hold,Release Triage Hold,31/7/2019 16:48:35,0 days 0 hours 0 minutes 12 seconds,12.0
1026606|367690|573742,WITHDRAW & LOCK,WITHDRAW & LOCK,31/7/2019 16:48:47,NA,0.0
1062725|419008|649432,Submit,Submit,17/11/2018 0:55:37,11 days 11 hours 41 minutes 47 seconds,992507.0
1062725|419008|649432,AR - Satisfied - entry points,AR - Satisfied - Entry points (Master of Information Technology),28/11/2018 12:37:24,0 days 0 hours 9 minutes 23 seconds,563.0
1062725|419008|649432,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,28/11/2018 12:46:47,0 days 0 hours 1 minutes 12 seconds,72.0
1062725|419008|649432,AR - Satisfied - previous or current study,AR - Satisfied - Transcript � My eQuals,28/11/2018 12:47:59,0 days 0 hours 0 minutes 11 seconds,11.0
1062725|419008|649432,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,28/11/2018 12:48:10,0 days 0 hours 0 minutes 25 seconds,25.0
1062725|419008|649432,AR - Satisfied - specialisation,AR - Satisfied - Specialisation (Master of Information Technology),28/11/2018 12:48:35,0 days 0 hours 6 minutes 15 seconds,375.0
1062725|419008|649432,Assessment Decision - Qualified,Assessment Decision - Qualified,28/11/2018 12:54:50,0 days 0 hours 0 minutes 20 seconds,20.0
1062725|419008|649432,Send for Assessment,Send for Assessment,28/11/2018 12:55:10,NA,0.0
1068985|426862|661450,Submit,Submit,29/11/2018 1:03:13,11 days 10 hours 46 minutes 27 seconds,989187.0
1068985|426862|661450,AR - Satisfied - advanced standing,AR - Satisfied - Credit for previous study,10/12/2018 11:49:40,0 days 0 hours 0 minutes 22 seconds,22.0
1068985|426862|661450,AR - Satisfied - previous or current study,AR - Satisfied - Transcript � My eQuals,10/12/2018 11:50:02,0 days 0 hours 2 minutes 30 seconds,150.0
1068985|426862|661450,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,10/12/2018 11:52:32,0 days 0 hours 0 minutes 57 seconds,57.0
1068985|426862|661450,Assessment Decision - Qualified,Assessment Decision - Qualified,10/12/2018 11:53:29,0 days 0 hours 1 minutes 41 seconds,101.0
1068985|426862|661450,Send for Assessment,Send for Assessment,10/12/2018 11:55:10,NA,0.0
913846|533041|815617,Submit,Submit,12/10/2019 12:37:23,1 days 22 hours 40 minutes 30 seconds,168030.0
913846|533041|815617,AR - Satisfied - entry points,AR - Satisfied - Entry points (Master of Information Systems),14/10/2019 11:17:53,2 days 22 hours 0 minutes 33 seconds,252033.0
913846|533041|815617,AR - Created - previous or current study,AR - Created - University of Melbourne Statement of Results / transcript,17/10/2019 9:18:26,0 days 0 hours 3 minutes 24 seconds,204.0
913846|533041|815617,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,17/10/2019 9:21:50,0 days 0 hours 1 minutes 16 seconds,76.0
913846|533041|815617,AR - Satisfied - specialisation,AR - Satisfied - Specialisation (Master of Information Systems),17/10/2019 9:23:06,0 days 0 hours 5 minutes 54 seconds,354.0
913846|533041|815617,Send for Assessment,Send for Assessment,17/10/2019 9:29:00,NA,0.0
1169011|560619|857538,Submit,Submit,13/12/2019 14:07:11,3 days 23 hours 33 minutes 57 seconds,344037.0
1169011|560619|857538,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,17/12/2019 13:41:08,0 days 0 hours 0 minutes 19 seconds,19.0
1169011|560619|857538,AR - Requested - ELR,AR - Requested - English language proficiency,17/12/2019 13:41:27,0 days 0 hours 0 minutes 49 seconds,49.0
1169011|560619|857538,AR - Requested - work experience,AR - Requested - Employer reference letter,17/12/2019 13:42:16,0 days 0 hours 0 minutes 8 seconds,8.0
1169011|560619|857538,AR - Satisfied - personal statement/expression of interest,AR - Satisfied - Personal statement (500 words),17/12/2019 13:42:24,0 days 0 hours 0 minutes 19 seconds,19.0
1169011|560619|857538,AR - Satisfied - work experience,AR - Satisfied - Curriculum Vitae,17/12/2019 13:42:43,0 days 0 hours 6 minutes 36 seconds,396.0
1169011|560619|857538,Assessment Decision - No Decision,Assessment Decision - No Decision,17/12/2019 13:49:19,0 days 0 hours 0 minutes 16 seconds,16.0
1169011|560619|857538,Put Triage On-Hold,Put Triage On-Hold,17/12/2019 13:49:35,NA,0.0
1059270|412994|640221,Submit,Submit,7/12/2018 17:01:33,5 days 20 hours 28 minutes 46 seconds,505726.0
1059270|412994|640221,AR - Not Satisfied - ELR,AR - Not Satisfied - English language proficiency,13/12/2018 13:30:19,0 days 0 hours 1 minutes 16 seconds,76.0
1059270|412994|640221,Put Triage On-Hold,Put Triage On-Hold,13/12/2018 13:31:35,3 days 21 hours 57 minutes 0 seconds,338220.0
1059270|412994|640221,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,17/12/2018 11:28:35,0 days 0 hours 0 minutes 45 seconds,45.0
1059270|412994|640221,OC - Created - Other,OC - Created - English language requirements,17/12/2018 11:29:20,0 days 0 hours 4 minutes 4 seconds,244.0
1059270|412994|640221,Release Triage Hold,Release Triage Hold,17/12/2018 11:33:24,0 days 0 hours 0 minutes 26 seconds,26.0
1059270|412994|640221,Send for Assessment,Send for Assessment,17/12/2018 11:33:50,NA,0.0
762725|499334|766697,Submit,Submit,15/7/2019 17:08:07,38 days 16 hours 15 minutes 54 seconds,3341754.0
762725|499334|766697,AR - Created - previous or current study,AR - Created - University of Melbourne Statement of Results / transcript,23/8/2019 9:24:01,0 days 0 hours 0 minutes 44 seconds,44.0
762725|499334|766697,AR - Satisfied - previous or current study,AR - Satisfied - University of Melbourne Statement of Results / transcript,23/8/2019 9:24:45,54 days 5 hours 4 minutes 6 seconds,4683846.0
762725|499334|766697,AR - Satisfied - advanced standing,AR - Satisfied - Credit for previous study,16/10/2019 14:28:51,0 days 0 hours 0 minutes 8 seconds,8.0
762725|499334|766697,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,16/10/2019 14:28:59,0 days 0 hours 0 minutes 10 seconds,10.0
762725|499334|766697,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,16/10/2019 14:29:09,0 days 0 hours 0 minutes 34 seconds,34.0
762725|499334|766697,Send for Assessment,Send for Assessment,16/10/2019 14:29:43,NA,0.0
835717|410671|636809,Submit,Submit,22/10/2018 13:59:01,0 days 21 hours 2 minutes 56 seconds,75776.0
835717|410671|636809,AR - Created - previous or current study,AR - Created - University of Melbourne Statement of Results / transcript,23/10/2018 11:01:57,0 days 0 hours 0 minutes 27 seconds,27.0
835717|410671|636809,AR - Satisfied - previous or current study,AR - Satisfied - University of Melbourne Statement of Results / transcript,23/10/2018 11:02:24,21 days 2 hours 48 minutes 56 seconds,1824536.0
835717|410671|636809,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,13/11/2018 13:51:20,0 days 0 hours 0 minutes 4 seconds,4.0
835717|410671|636809,AR - Satisfied - application details,AR - Satisfied - Current enrolment at the University of Melbourne,13/11/2018 13:51:24,0 days 0 hours 0 minutes 4 seconds,4.0
835717|410671|636809,AR - Satisfied - GAM,AR - Satisfied - Graduate Access Melbourne,13/11/2018 13:51:28,0 days 0 hours 0 minutes 4 seconds,4.0
835717|410671|636809,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,13/11/2018 13:51:32,0 days 0 hours 0 minutes 51 seconds,51.0
835717|410671|636809,Send for Assessment,Send for Assessment,13/11/2018 13:52:23,NA,0.0
1153801|538391|823983,Submit,Submit,22/10/2019 23:10:39,8 days 16 hours 4 minutes 2 seconds,749042.0
1153801|538391|823983,AR - Satisfied - Other,AR - Satisfied - Advanced Standing,31/10/2019 15:14:41,0 days 0 hours 3 minutes 4 seconds,184.0
1153801|538391|823983,AR - Satisfied - specialisation,AR - Satisfied - Specialisation (Master of Information Technology),31/10/2019 15:17:45,0 days 0 hours 0 minutes 9 seconds,9.0
1153801|538391|823983,AR - Satisfied - entry points,AR - Satisfied - Entry points (Master of Information Technology),31/10/2019 15:17:54,0 days 0 hours 1 minutes 41 seconds,101.0
1153801|538391|823983,AR - Satisfied - GAM,AR - Satisfied - Graduate Access Melbourne,31/10/2019 15:19:35,0 days 0 hours 0 minutes 59 seconds,59.0
1153801|538391|823983,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,31/10/2019 15:20:34,0 days 0 hours 4 minutes 9 seconds,249.0
1153801|538391|823983,AR - Satisfied - application details,AR - Satisfied - Current enrolment at the University of Melbourne,31/10/2019 15:24:43,0 days 0 hours 3 minutes 20 seconds,200.0
1153801|538391|823983,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,31/10/2019 15:28:03,0 days 0 hours 0 minutes 56 seconds,56.0
1153801|538391|823983,Send for Assessment,Send for Assessment,31/10/2019 15:28:59,NA,0.0
660857|474347|727887,Submit,Submit,7/4/2019 23:34:20,5 days 11 hours 14 minutes 21 seconds,472461.0
660857|474347|727887,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,13/4/2019 10:48:41,0 days 4 hours 14 minutes 45 seconds,15285.0
660857|474347|727887,AR - Satisfied - advanced standing,AR - Satisfied - Credit for previous study,13/4/2019 15:03:26,0 days 0 hours 4 minutes 13 seconds,253.0
660857|474347|727887,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,13/4/2019 15:07:39,0 days 0 hours 29 minutes 0 seconds,1740.0
660857|474347|727887,Assessment Decision - Qualified,Assessment Decision - Qualified,13/4/2019 15:36:39,0 days 0 hours 0 minutes 16 seconds,16.0
660857|474347|727887,AR - Created - Other,AR - Created - Assessment information (Coursework) (1),13/4/2019 15:36:55,0 days 0 hours 1 minutes 37 seconds,97.0
660857|474347|727887,Send for Assessment,Send for Assessment,13/4/2019 15:38:32,NA,0.0
1071755|435422|673466,Submit,Submit,16/1/2019 0:48:40,2 days 9 hours 53 minutes 47 seconds,208427.0
1071755|435422|673466,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,18/1/2019 10:42:27,0 days 0 hours 1 minutes 1 seconds,61.0
1071755|435422|673466,AR - Satisfied - work experience,AR - Satisfied - Employer reference letter,18/1/2019 10:43:28,0 days 0 hours 0 minutes 17 seconds,17.0
