CASE_ID,WRKFLW_TSK_MAP_GROUPED,WRKFLW_TSK_MAP_DETAILED,PATH_CRDATETIME
978908|305595|484097,Finalise,Finalise,30/10/2018 17:33:13
978908|305595|484097,Allow Workflow Restart,Allow Workflow Restart,30/10/2018 17:33:28
1013877|351692|548729,Submit without notification,Submit without notification,27/3/2018 9:39:25
1013877|351692|548729,Put Triage On-Hold,Put Triage On-Hold,27/3/2018 9:39:37
1013877|351692|548729,Release Triage Hold,Release Triage Hold,28/3/2018 9:26:35
1013877|351692|548729,AR - Created - Other,AR - Created - Assessment information (Coursework) (1),11/4/2018 12:23:33
1013877|351692|548729,AR - Satisfied - Other,AR - Satisfied - Assessment information (Coursework) (1),11/4/2018 12:23:45
1013877|351692|548729,AR - Satisfied - entry points,AR - Satisfied - Entry points (Master of Information Technology),11/4/2018 12:23:53
1013877|351692|548729,AR - Not Satisfied - ELR,AR - Not Satisfied - English language proficiency,11/4/2018 12:25:35
1013877|351692|548729,AR - Satisfied - specialisation,AR - Satisfied - Specialisation (Master of Information Technology),11/4/2018 12:25:45
1013877|351692|548729,OC - Created - Other,OC - Created - English language requirements,11/4/2018 12:25:54
1013877|351692|548729,AR - Satisfied - agent,AR - Satisfied - Appointment of authorised representative,11/4/2018 12:26:20
1013877|351692|548729,Assessment Decision - Qualified,Assessment Decision - Qualified,11/4/2018 12:30:45
1013877|351692|548729,Send for Assessment,Send for Assessment,11/4/2018 12:31:33
1013877|351692|548729,Assessment Decision - Qualified,Assessment Decision - Qualified,12/4/2018 15:40:02
1013877|351692|548729,Assessment Outcome - Successful,Assessment Outcome - Successful,27/4/2018 16:58:20
1013877|351692|548729,Create Offer,Create Offer,27/4/2018 16:58:35
1013877|351692|548729,Release Offer,Release Offer,27/4/2018 16:59:26
1013877|351692|548729,Defer,Defer,17/5/2018 16:50:48
1013877|351692|548729,OC - Created - Other,OC - Created - UMELBP (H3),17/5/2018 16:51:53
1013877|351692|548729,AR - Created - Other,AR - Created - CONDITIONAL Acceptance agreement (International),17/5/2018 16:52:04
1013877|351692|548729,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,30/5/2018 15:41:29
1013877|351692|548729,Ready to Finalise,Ready to Finalise,31/5/2018 8:44:53
1013877|351692|548729,AR - Satisfied - Other,AR - Satisfied - CONDITIONAL Acceptance agreement (International),31/5/2018 8:46:47
1013877|351692|548729,AR - Created - Other,AR - Created - Overseas Student Health Cover details,31/5/2018 8:48:23
1013877|351692|548729,AR - Satisfied - Other,AR - Satisfied - Overseas Student Health Cover details,31/5/2018 8:49:02
1013877|351692|548729,OC - Satisfied - Other,OC - Satisfied - English language requirements,10/2/2019 22:02:12
1013877|351692|548729,OC - Satisfied - Other,OC - Satisfied - UMELBP (H3),10/2/2019 22:02:22
1013877|351692|548729,Cancel,Cancel,19/2/2019 11:02:48
1013877|351692|548729,Restart Offer Workflow,Restart Offer Workflow,19/2/2019 11:03:33
1013877|351692|548729,Release Offer,Release Offer,19/2/2019 11:03:50
1013877|351692|548729,Accept,Accept,19/2/2019 11:04:12
1013877|351692|548729,Manage Acceptance,Manage Acceptance,19/2/2019 11:04:18
1013877|351692|548729,Finalise,Finalise,19/2/2019 11:05:07
1013877|351692|548729,Allow Workflow Restart,Allow Workflow Restart,19/2/2019 11:05:13
1035989|379959|591906,AR - Created - Other,AR - Created - Full application for Coursework program (1),3/8/2018 9:45:52
1035989|379959|591906,Submit without notification,Submit without notification,3/8/2018 9:47:20
1035989|379959|591906,AR - Satisfied - Other,AR - Satisfied - Full application for Coursework program (1),22/8/2018 16:49:37
1035989|379959|591906,AR - Satisfied - entry points,AR - Satisfied - Entry points (Master of Information Technology),22/8/2018 16:50:08
1035989|379959|591906,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,22/8/2018 16:50:44
1035989|379959|591906,AR - Not Satisfied - ELR,AR - Not Satisfied - English language proficiency,22/8/2018 16:50:53
1035989|379959|591906,OC - Created - Other,OC - Created - English language requirements,22/8/2018 16:51:45
1035989|379959|591906,AR - Satisfied - specialisation,AR - Satisfied - Specialisation (Master of Information Technology),22/8/2018 16:52:16
1035989|379959|591906,AR - Satisfied - agent,AR - Satisfied - Appointment of authorised representative,22/8/2018 16:52:29
1035989|379959|591906,AR - Requested - syllabus,AR - Requested - Official syllabus or subject descriptions (in English),22/8/2018 16:52:53
1035989|379959|591906,Put Triage On-Hold,Put Triage On-Hold,22/8/2018 16:58:44
1096568|512507|786187,Submit,Submit,28/8/2019 17:07:21
1096568|512507|786187,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,6/9/2019 15:37:45
1096568|512507|786187,AR - Satisfied - entry points,AR - Satisfied - Entry points (Master of Information Technology),6/9/2019 16:17:09
1096568|512507|786187,OC - Created - Other,OC - Created - English language requirements,6/9/2019 16:17:42
1096568|512507|786187,AR - Satisfied - agent,AR - Satisfied - Appointment of authorised representative,6/9/2019 16:18:33
1096568|512507|786187,AR - Not Satisfied - ELR,AR - Not Satisfied - English language proficiency,6/9/2019 16:27:49
1096568|512507|786187,AR - Satisfied - specialisation,AR - Satisfied - Specialisation (Master of Information Technology),6/9/2019 16:28:07
1096568|512507|786187,AR - Satisfied - syllabus,AR - Satisfied - Official syllabus or subject descriptions (in English),6/9/2019 16:38:26
1096568|512507|786187,Assessment Decision - Not Qualified,Assessment Decision - Not Qualified,6/9/2019 16:57:26
1096568|512507|786187,Assessment Outcome - Not Successful,Assessment Outcome - Not Successful,6/9/2019 16:57:50
1096568|512507|786187,AR - Created - Other,AR - Created - Assessment information (Coursework) (1),6/9/2019 16:58:15
1096568|512507|786187,AR - Satisfied - Other,AR - Satisfied - Assessment information (Coursework) (1),6/9/2019 17:00:02
1073935|433768|671674,Submit without notification,Submit without notification,24/12/2018 9:45:00
1073935|433768|671674,AR - Satisfied - advanced standing,AR - Satisfied - Advanced Standing,6/3/2019 9:30:48
1073935|433768|671674,"AR - Satisfied - financial (sponsorship, scholarship etc)",AR - Satisfied - Sponsorship arrangements,6/3/2019 9:30:52
1073935|433768|671674,AR - Satisfied - agent,AR - Satisfied - Appointment of authorised representative,6/3/2019 9:33:35
1073935|433768|671674,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,6/3/2019 9:37:14
1073935|433768|671674,AR - Satisfied - application details,AR - Satisfied - Current enrolment at the University of Melbourne,6/3/2019 9:37:39
1073935|433768|671674,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,6/3/2019 9:38:47
1073935|433768|671674,AR - Created - Other,AR - Created - Assessment information (Coursework) (1),6/3/2019 9:47:13
1073935|433768|671674,AR - Satisfied - Other,AR - Satisfied - Assessment information (Coursework) (1),6/3/2019 9:47:27
1073935|433768|671674,Assessment Decision - Qualified,Assessment Decision - Qualified,6/3/2019 10:09:10
1073935|433768|671674,AR - Created - further information,AR - Created - Further information (1),6/3/2019 10:11:39
1073935|433768|671674,Put Triage On-Hold,Put Triage On-Hold,6/3/2019 10:13:22
1073935|433768|671674,AR - Satisfied - further information,AR - Satisfied - Further information (1),29/3/2019 14:51:23
1073935|433768|671674,AR - Satisfied - advanced standing,AR - Satisfied - Credit for previous study,29/3/2019 14:51:38
1073935|433768|671674,Release Triage Hold,Release Triage Hold,29/3/2019 14:52:30
1073935|433768|671674,Send for Assessment,Send for Assessment,29/3/2019 14:52:39
1073935|433768|671674,Acacdemic - Assessment Decision - Qualified,Acacdemic - Assessment Decision - Qualified,18/5/2019 0:07:10
1073935|433768|671674,End My Assessment,End My Assessment,18/5/2019 0:07:43
1073935|433768|671674,OC - Created - Other,OC - Created - Evidence of course completion,20/5/2019 12:36:00
1073935|433768|671674,Assessment Outcome - Successful,Assessment Outcome - Successful,20/5/2019 12:40:46
1073935|433768|671674,Create Offer,Create Offer,20/5/2019 12:40:52
1073935|433768|671674,Release Offer,Release Offer,20/5/2019 12:41:56
1036212|380143|592185,Submit,Submit,4/8/2018 1:05:47
1036212|380143|592185,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,22/8/2018 11:18:15
1036212|380143|592185,AR - Not Satisfied - ELR,AR - Not Satisfied - English language proficiency,22/8/2018 11:19:03
1036212|380143|592185,OC - Created - Other,OC - Created - English language requirements,22/8/2018 11:19:12
1036212|380143|592185,AR - Satisfied - entry points,AR - Satisfied - Entry points (Master of Information Systems),22/8/2018 11:19:32
1036212|380143|592185,AR - Satisfied - agent,AR - Satisfied - Appointment of authorised representative,22/8/2018 11:19:42
1036212|380143|592185,AR - Created - further information,AR - Created - Further information (1),22/8/2018 11:20:09
1036212|380143|592185,Put Triage On-Hold,Put Triage On-Hold,22/8/2018 11:23:13
1036212|380143|592185,AR - Satisfied - further information,AR - Satisfied - Further information (1),5/9/2018 10:08:09
1036212|380143|592185,AR - Satisfied - specialisation,AR - Satisfied - Specialisation (Master of Information Systems),5/9/2018 10:08:17
1036212|380143|592185,OC - Reviewed - Other,OC - Reviewed - English language requirements,5/9/2018 10:08:35
1036212|380143|592185,Assessment Decision - Not Qualified,Assessment Decision - Not Qualified,5/9/2018 10:14:52
1036212|380143|592185,Assessment Outcome - Not Successful,Assessment Outcome - Not Successful,5/9/2018 10:15:11
1036212|380143|592185,Release Triage Hold,Release Triage Hold,5/9/2018 10:15:19
1058991|502587|771408,Submit,Submit,4/8/2018 1:05:47
1058991|502587|771408,Put Triage On-Hold,Put Triage On-Hold,22/8/2018 11:23:13
1058991|502587|771408,AR - Satisfied - entry points,AR - Satisfied - Entry points (Master of Information Systems),22/8/2018 15:39:23
1058991|502587|771408,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,22/8/2018 15:39:23
1058991|502587|771408,AR - Not Satisfied - ELR,AR - Not Satisfied - English language proficiency,22/8/2018 15:39:23
1058991|502587|771408,AR - Satisfied - agent,AR - Satisfied - Appointment of authorised representative,22/8/2018 15:39:23
1058991|502587|771408,Assessment Decision - Not Qualified,Assessment Decision - Not Qualified,5/9/2018 10:14:52
1058991|502587|771408,Assessment Outcome - Not Successful,Assessment Outcome - Not Successful,5/9/2018 10:15:11
1058991|502587|771408,Release Triage Hold,Release Triage Hold,5/9/2018 10:15:19
1058991|502587|771408,OC - Reviewed - Other,OC - Reviewed - English language requirements,5/9/2018 15:39:23
1058991|502587|771408,AR - Satisfied - further information,AR - Satisfied - Further information (1),5/9/2018 15:39:23
1058991|502587|771408,AR - Satisfied - specialisation,AR - Satisfied - Specialisation (Master of Information Systems),5/9/2018 15:39:23
1058991|502587|771408,AR - Created - further information,AR - Created - Further information (1),26/7/2019 15:39:23
1058991|502587|771408,OC - Created - Other,OC - Created - English language requirements,26/7/2019 15:39:23
1041799|387039|603314,Submit without notification,Submit without notification,31/8/2018 12:15:37
1041799|387039|603314,Send for Assessment,Send for Assessment,31/8/2018 12:15:43
1041799|387039|603314,AR - Satisfied - entry points,AR - Satisfied - Entry points (Master of Information Systems),31/8/2018 12:15:49
1041799|387039|603314,AR - Satisfied - specialisation,AR - Satisfied - Specialisation (Master of Information Systems),31/8/2018 12:16:19
1041799|387039|603314,Assessment Decision - No Decision,Assessment Decision - No Decision,31/8/2018 14:48:33
1041799|387039|603314,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,31/8/2018 16:01:07
1041799|387039|603314,AR - Satisfied - advanced standing,AR - Satisfied - Advanced Standing,31/8/2018 16:01:07
1041799|387039|603314,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,31/8/2018 16:01:07
1041799|387039|603314,AR - Satisfied - previous or current study,AR - Satisfied - Academic transcripts for prior tertiary studies,31/8/2018 16:01:07
1041799|387039|603314,AR - Satisfied - application details,AR - Satisfied - Current enrolment at the University of Melbourne,31/8/2018 16:01:07
1041799|387039|603314,AR - Satisfied - advanced standing,AR - Satisfied - Advanced standing application,31/8/2018 16:01:07
1041799|387039|603314,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,31/8/2018 16:01:07
1041799|387039|603314,Assessment Decision - Qualified,Assessment Decision - Qualified,3/9/2018 13:46:56
1041799|387039|603314,Acacdemic - Assessment Decision - Qualified,Acacdemic - Assessment Decision - Qualified,4/9/2018 6:44:03
1041799|387039|603314,End My Assessment,End My Assessment,4/9/2018 6:44:24
1041799|387039|603314,Assessment Outcome - Successful,Assessment Outcome - Successful,4/9/2018 9:42:53
1041799|387039|603314,Create Offer,Create Offer,4/9/2018 9:43:07
1041799|387039|603314,Release Offer,Release Offer,4/9/2018 9:45:19
1041799|387039|603314,Accept,Accept,4/12/2018 16:00:10
1041799|387039|603314,Manage Acceptance,Manage Acceptance,4/12/2018 16:00:12
1041799|387039|603314,Finalise,Finalise,4/12/2018 16:00:31
1041799|387039|603314,Allow Workflow Restart,Allow Workflow Restart,4/12/2018 16:00:34
1013563|351271|548046,Submit without notification,Submit without notification,3/4/2018 13:55:23
1013563|351271|548046,AR - Satisfied - entry points,AR - Satisfied - Entry points (Master of Information Technology),9/4/2018 16:48:39
1013563|351271|548046,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,9/4/2018 16:50:08
1013563|351271|548046,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,9/4/2018 16:50:41
1013563|351271|548046,AR - Satisfied - specialisation,AR - Satisfied - Specialisation (Master of Information Technology),9/4/2018 16:50:45
1013563|351271|548046,Send for Assessment,Send for Assessment,9/4/2018 16:52:08
1013563|351271|548046,Assessment Decision - Not Qualified,Assessment Decision - Not Qualified,19/4/2018 16:29:19
1013563|351271|548046,Assessment Outcome - Not Successful,Assessment Outcome - Not Successful,19/4/2018 16:29:41
1013362|380737|593072,Submit without notification,Submit without notification,7/8/2018 9:34:59
1013362|380737|593072,AR - Created - Other,AR - Created - Full application for Coursework program (1),7/8/2018 9:35:23
1013362|380737|593072,AR - Satisfied - Other,AR - Satisfied - Full application for Coursework program (1),24/8/2018 12:16:35
1013362|380737|593072,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,24/8/2018 12:17:43
1013362|380737|593072,AR - Not Satisfied - ELR,AR - Not Satisfied - English language proficiency,24/8/2018 12:17:54
1013362|380737|593072,OC - Created - Other,OC - Created - English language requirements,24/8/2018 12:18:04
1013362|380737|593072,AR - Satisfied - agent,AR - Satisfied - Appointment of authorised representative,24/8/2018 12:18:18
1013362|380737|593072,AR - Created - Other,AR - Created - Assessment information (Coursework) (1),24/8/2018 12:27:48
1013362|380737|593072,Assessment Decision - No Decision,Assessment Decision - No Decision,24/8/2018 13:04:36
1013362|380737|593072,Assessment Decision - No Decision,Assessment Decision - No Decision,24/8/2018 13:04:57
1013362|380737|593072,Send for Assessment,Send for Assessment,24/8/2018 13:05:47
1013362|380737|593072,Assessment Decision - Not Qualified,Assessment Decision - Not Qualified,30/8/2018 10:15:23
1013362|380737|593072,Assessment Outcome - Not Successful,Assessment Outcome - Not Successful,30/8/2018 10:17:53
1013362|380737|593072,End My Assessment,End My Assessment,30/8/2018 10:23:47
1160272|548227|839178,Submit,Submit,13/11/2019 18:13:59
1160272|548227|839178,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,5/12/2019 14:19:40
1160272|548227|839178,AR - Satisfied - application details,AR - Satisfied - Current enrolment at the University of Melbourne,5/12/2019 14:21:31
1160272|548227|839178,AR - Not Satisfied - ELR,AR - Not Satisfied - English language proficiency,5/12/2019 14:21:45
1160272|548227|839178,OC - Created - Other,OC - Created - English language requirements,5/12/2019 14:21:59
1160272|548227|839178,AR - Satisfied - agent,AR - Satisfied - Appointment of authorised representative,5/12/2019 14:22:27
1160272|548227|839178,"AR - Satisfied - financial (sponsorship, scholarship etc)",AR - Satisfied - Sponsorship arrangements,5/12/2019 14:22:36
1160272|548227|839178,AR - Satisfied - advanced standing,AR - Satisfied - Advanced Standing,5/12/2019 14:22:42
1160272|548227|839178,AR - Created - Other,AR - Created - Assessment information (Coursework) (1),5/12/2019 14:31:54
1160272|548227|839178,AR - Satisfied - Other,AR - Satisfied - Assessment information (Coursework) (1),5/12/2019 14:32:10
1160272|548227|839178,Assessment Decision - Not Qualified,Assessment Decision - Not Qualified,5/12/2019 14:33:58
1160272|548227|839178,Assessment Outcome - Not Successful,Assessment Outcome - Not Successful,5/12/2019 14:33:58
1160272|548227|839178,Put Triage On-Hold,Put Triage On-Hold,5/12/2019 14:37:30
1045262|391468|616886,AR - Created - Other,AR - Created - Full application for Coursework program (1),26/9/2018 9:23:55
1045262|391468|616886,Submit without notification,Submit without notification,26/9/2018 9:41:09
1045262|391468|616886,Send for Assessment,Send for Assessment,9/10/2018 13:34:44
1045262|391468|616886,OC - Created - Other,OC - Created - Offer condition,16/10/2018 10:00:19
1045262|391468|616886,Assessment Decision - Qualified,Assessment Decision - Qualified,23/10/2018 15:29:52
1045262|391468|616886,Assessment Outcome - Successful,Assessment Outcome - Successful,23/10/2018 15:36:39
1045262|391468|616886,Create Offer,Create Offer,23/10/2018 15:36:51
1045262|391468|616886,OC - Created - Other,OC - Created - Evidence of course completion,23/10/2018 16:23:02
1045262|391468|616886,OC - Satisfied - Other,OC - Satisfied - Offer condition,14/1/2019 9:38:25
1045262|391468|616886,OC - Satisfied - Other,OC - Satisfied - Evidence of course completion,14/1/2019 9:38:51
1045262|391468|616886,AR - Satisfied - Other,AR - Satisfied - Overseas Student Health Cover details,22/1/2019 14:53:49
986746|318118|503558,AR - Created - Other,AR - Created - Full application for Coursework program (1),27/8/2018 9:47:28
986746|318118|503558,Submit without notification,Submit without notification,27/8/2018 9:57:40
986746|318118|503558,AR - Satisfied - Other,AR - Satisfied - Full application for Coursework program (1),10/9/2018 15:40:55
986746|318118|503558,Send for Assessment,Send for Assessment,10/9/2018 15:57:59
986746|318118|503558,Assessment Decision - Qualified,Assessment Decision - Qualified,9/10/2018 13:24:43
986746|318118|503558,OC - Created - Other,OC - Created - Evidence of course completion,9/10/2018 13:29:43
986746|318118|503558,Assessment Outcome - Successful,Assessment Outcome - Successful,9/10/2018 13:30:33
986746|318118|503558,Create Offer,Create Offer,9/10/2018 13:30:51
986746|318118|503558,Release Offer,Release Offer,9/10/2018 13:38:47
986746|318118|503558,OC - Satisfied - Other,OC - Satisfied - Evidence of course completion,15/4/2019 12:14:45
986746|318118|503558,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,15/4/2019 12:16:46
986746|318118|503558,AR - Satisfied - work experience,AR - Satisfied - Curriculum Vitae and professional experience,15/4/2019 12:16:53
986746|318118|503558,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,15/4/2019 12:17:57
986746|318118|503558,Defer,Defer,3/5/2019 10:45:37
1047410|394253|613608,Submit,Submit,25/9/2018 11:44:01
1047410|394253|613608,AR - Satisfied - advanced standing,AR - Satisfied - Credit for previous study,5/10/2018 15:56:37
1047410|394253|613608,Put Triage On-Hold,Put Triage On-Hold,5/10/2018 16:01:46
1047410|394253|613608,Release Triage Hold,Release Triage Hold,5/10/2018 16:02:08
1047410|394253|613608,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,5/10/2018 16:02:21
1047410|394253|613608,AR - Not Satisfied - ELR,AR - Not Satisfied - English language proficiency,5/10/2018 16:02:30
1047410|394253|613608,OC - Created - Other,OC - Created - English language requirements,5/10/2018 16:02:36
1047410|394253|613608,AR - Satisfied - agent,AR - Satisfied - Appointment of authorised representative,5/10/2018 16:03:15
1047410|394253|613608,AR - Created - Other,AR - Created - Assessment information (Coursework) (1),5/10/2018 16:03:37
1047410|394253|613608,AR - Satisfied - Other,AR - Satisfied - Assessment information (Coursework) (1),5/10/2018 16:13:55
1047410|394253|613608,Assessment Outcome - Not Successful,Assessment Outcome - Not Successful,5/10/2018 16:15:57
1047410|394253|613608,Assessment Decision - Not Qualified,Assessment Decision - Not Qualified,5/10/2018 16:15:57
1087342|450620|726442,AR - Created - Other,AR - Created - Full application for Coursework program (1),3/4/2019 10:06:19
1087342|450620|726442,Submit without notification,Submit without notification,3/4/2019 10:24:38
1087342|450620|726442,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,10/4/2019 11:53:52
1087342|450620|726442,"AR - Satisfied - financial (sponsorship, scholarship etc)",AR - Satisfied - Sponsorship arrangements,10/4/2019 11:54:13
1087342|450620|726442,AR - Satisfied - agent,AR - Satisfied - Appointment of authorised representative,10/4/2019 11:54:22
1087342|450620|726442,AR - Created - further information,AR - Created - Further information (2),10/4/2019 12:01:10
1087342|450620|726442,Put Triage On-Hold,Put Triage On-Hold,10/4/2019 12:02:32
1087342|450620|726442,AR - Created - applicant demographics,AR - Created - Payment of international application fee,10/4/2019 12:03:33
1087342|450620|726442,AR - Satisfied - specialisation,AR - Satisfied - Specialisation (Master of Information Systems),12/4/2019 12:16:51
1087342|450620|726442,AR - Satisfied - Other,AR - Satisfied - Full application for Coursework program (1),12/4/2019 12:17:06
1087342|450620|726442,AR - Satisfied - further information,AR - Satisfied - Further information (2),12/4/2019 12:17:16
1087342|450620|726442,AR - Satisfied - applicant demographics,AR - Satisfied - Payment of international application fee,12/4/2019 12:17:56
1087342|450620|726442,Release Triage Hold,Release Triage Hold,12/4/2019 12:18:11
1087342|450620|726442,Send for Assessment,Send for Assessment,12/4/2019 12:18:18
1087342|450620|726442,Assessment Decision - Qualified,Assessment Decision - Qualified,8/5/2019 11:12:04
1087342|450620|726442,Assessment Outcome - Successful,Assessment Outcome - Successful,8/5/2019 11:20:52
1087342|450620|726442,Create Offer,Create Offer,8/5/2019 11:21:08
1087342|450620|726442,Release Offer,Release Offer,8/5/2019 11:23:16
952910|380452|617811,Submit without notification,Submit without notification,6/8/2018 10:19:58
952910|380452|617811,AR - Not Satisfied - ELR,AR - Not Satisfied - English language proficiency,15/8/2018 11:22:32
952910|380452|617811,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,15/8/2018 11:22:32
952910|380452|617811,AR - Satisfied - agent,AR - Satisfied - Appointment of authorised representative,15/8/2018 11:22:32
952910|380452|617811,Put Triage On-Hold,Put Triage On-Hold,15/8/2018 14:15:13
952910|380452|617811,Release Triage Hold,Release Triage Hold,6/9/2018 10:53:29
952910|380452|617811,Send for Assessment,Send for Assessment,6/9/2018 10:53:40
952910|380452|617811,Assessment Decision - Not Qualified,Assessment Decision - Not Qualified,2/10/2018 10:46:19
952910|380452|617811,Assessment Outcome - Not Successful,Assessment Outcome - Not Successful,2/10/2018 10:46:19
960040|271990|433242,Submit without notification,Submit without notification,4/9/2017 8:33:12
960040|271990|433242,Put Triage On-Hold,Put Triage On-Hold,12/9/2017 17:03:48
960040|271990|433242,AR - Created - further information,AR - Created - Further information (1),12/9/2017 17:05:14
960040|271990|433242,Release Triage Hold,Release Triage Hold,28/9/2017 15:50:43
960040|271990|433242,Send for Assessment,Send for Assessment,28/9/2017 15:50:47
960040|271990|433242,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,28/9/2017 15:55:47
960040|271990|433242,Back to Triage,Back to Triage,16/10/2017 9:24:08
960040|271990|433242,Assessment Decision - No Decision,Assessment Decision - No Decision,16/10/2017 9:24:56
960040|271990|433242,AR - Created - applicant demographics,AR - Created - Payment of international application fee,16/10/2017 15:56:44
960040|271990|433242,AR - Created - further information,AR - Created - Further information (2),16/10/2017 15:59:00
960040|271990|433242,AR - Created - further information,AR - Created - Further information (3),16/10/2017 16:02:47
960040|271990|433242,Put Triage On-Hold,Put Triage On-Hold,16/10/2017 16:06:46
960040|271990|433242,AR - Satisfied - applicant demographics,AR - Satisfied - Payment of international application fee,6/11/2017 8:42:37
960040|271990|433242,AR - Satisfied - further information,AR - Satisfied - Further information (2),6/11/2017 8:43:00
960040|271990|433242,AR - Satisfied - further information,AR - Satisfied - Further information (1),6/11/2017 8:43:19
960040|271990|433242,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,6/11/2017 8:43:44
960040|271990|433242,AR - Satisfied - agent,AR - Satisfied - Appointment of authorised representative,6/11/2017 8:44:00
960040|271990|433242,AR - Satisfied - entry points,AR - Satisfied - Entry points (Master of Information Technology),6/11/2017 8:44:12
960040|271990|433242,AR - Satisfied - further information,AR - Satisfied - Further information (3),6/11/2017 8:44:27
960040|271990|433242,AR - Satisfied - specialisation,AR - Satisfied - Specialisation (Master of Information Technology),6/11/2017 8:44:39
960040|271990|433242,Release Triage Hold,Release Triage Hold,6/11/2017 8:44:45
960040|271990|433242,Send for Assessment,Send for Assessment,6/11/2017 8:44:48
960040|271990|433242,Assessment Decision - Qualified,Assessment Decision - Qualified,7/11/2017 12:14:53
960040|271990|433242,Put Assessment On-Hold,Put Assessment On-Hold,7/11/2017 12:42:44
960040|271990|433242,Assessment Decision - Qualified,Assessment Decision - Qualified,7/11/2017 12:43:44
960040|271990|433242,Assessment Decision - Qualified,Assessment Decision - Qualified,15/11/2017 11:26:38
960040|271990|433242,Release Assessment Hold,Release Assessment Hold,15/11/2017 11:26:46
