CASE_ID,WRKFLW_TSK_MAP_GROUPED,WRKFLW_TSK_MAP_DETAILED,PATH_CRDATETIME
1039918|384706|599150,Assessment Decision - Qualified,Assessment Decision - Qualified,13/10/2018 11:00:44
1039918|384706|599150,Create Offer,Create Offer,13/10/2018 11:00:53
1039918|384706|599150,Release Offer,Release Offer,13/10/2018 11:07:11
1038525|382941|596418,Assessment Outcome - Successful,Assessment Outcome - Successful,25/9/2018 15:21:16
1038525|382941|596418,Create Offer,Create Offer,25/9/2018 15:21:23
1038525|382941|596418,OC - Created - Other,OC - Created - Evidence of course completion,25/9/2018 15:23:04
1038525|382941|596418,Release Offer,Release Offer,25/9/2018 15:24:44
1104258|534028|817321,Assessment Outcome - Successful,Assessment Outcome - Successful,4/11/2019 12:04:17
1104258|534028|817321,Create Offer,Create Offer,4/11/2019 12:04:25
1104258|534028|817321,Release Offer,Release Offer,4/11/2019 12:07:08
1045927|392438|610926,Assessment Outcome - Successful,Assessment Outcome - Successful,26/10/2018 16:35:04
1045927|392438|610926,Create Offer,Create Offer,26/10/2018 16:35:15
1045927|392438|610926,Release Offer,Release Offer,26/10/2018 16:35:53
1012830|350424|546748,Assessment Outcome - Successful,Assessment Outcome - Successful,8/8/2018 10:01:49
1012830|350424|546748,Create Offer,Create Offer,8/8/2018 10:01:59
1012830|350424|546748,Release Offer,Release Offer,8/8/2018 10:03:29
1107349|476043|730282,Assessment Outcome - Successful,Assessment Outcome - Successful,11/5/2019 12:38:43
1107349|476043|730282,Create Offer,Create Offer,11/5/2019 12:38:48
1107349|476043|730282,Release Offer,Release Offer,11/5/2019 12:39:58
1109356|478812|734522,Assessment Outcome - Successful,Assessment Outcome - Successful,15/5/2019 15:33:36
1109356|478812|734522,Create Offer,Create Offer,15/5/2019 15:33:58
1109356|478812|734522,Assessment Decision - Qualified,Assessment Decision - Qualified,15/5/2019 15:36:20
1109356|478812|734522,OC - Created - Other,OC - Created - Evidence of course completion,15/5/2019 15:36:58
1109356|478812|734522,Release Offer,Release Offer,15/5/2019 15:39:18
1147588|528654|809590,Assessment Outcome - Successful,Assessment Outcome - Successful,14/12/2019 15:03:50
1147588|528654|809590,Create Offer,Create Offer,14/12/2019 15:03:59
1147588|528654|809590,Release Offer,Release Offer,14/12/2019 15:05:06
1019959|361125|562974,Assessment Outcome - Successful,Assessment Outcome - Successful,2/7/2018 14:14:57
1019959|361125|562974,Create Offer,Create Offer,2/7/2018 14:15:09
1019959|361125|562974,Release Offer,Release Offer,2/7/2018 14:17:11
1028846|370912|578507,Assessment Outcome - Successful,Assessment Outcome - Successful,21/11/2018 14:05:43
1028846|370912|578507,Create Offer,Create Offer,21/11/2018 14:05:52
1028846|370912|578507,Release Offer,Release Offer,21/11/2018 14:46:46
986037|317125|501992,Assessment Outcome - Successful,Assessment Outcome - Successful,13/2/2018 17:00:37
986037|317125|501992,Create Offer,Create Offer,13/2/2018 17:00:49
986037|317125|501992,OC - Created - Other,OC - Created - Evidence of course completion,13/2/2018 17:01:58
986037|317125|501992,Release Offer,Release Offer,13/2/2018 17:03:15
1109679|478478|734052,Assessment Outcome - Successful,Assessment Outcome - Successful,15/5/2019 11:44:24
1109679|478478|734052,Create Offer,Create Offer,15/5/2019 11:44:44
1109679|478478|734052,Back to Triage,Back to Triage,16/5/2019 12:56:43
1109679|478478|734052,Put Triage On-Hold,Put Triage On-Hold,16/5/2019 12:56:53
1109679|478478|734052,AR - Satisfied - further information,AR - Satisfied - Further information (2),16/5/2019 12:57:07
1109679|478478|734052,AR - Created - further information,AR - Created - Further information (3),16/5/2019 12:57:15
1109679|478478|734052,AR - Satisfied - further information,AR - Satisfied - Further information (3),16/5/2019 12:57:37
1029078|371194|578924,Assessment Outcome - Successful,Assessment Outcome - Successful,17/8/2018 13:40:28
1029078|371194|578924,Create Offer,Create Offer,17/8/2018 13:40:46
1029078|371194|578924,Release Offer,Release Offer,17/8/2018 13:43:54
1067480|424987|657999,Assessment Outcome - Successful,Assessment Outcome - Successful,28/3/2019 11:19:03
1067480|424987|657999,Create Offer,Create Offer,28/3/2019 11:19:09
1067480|424987|657999,Release Offer,Release Offer,28/3/2019 11:23:00
932388|346413|540874,Assessment Outcome - Successful,Assessment Outcome - Successful,17/4/2018 13:10:11
932388|346413|540874,Create Offer,Create Offer,17/4/2018 13:10:24
932388|346413|540874,Release Offer,Release Offer,17/4/2018 13:10:39
904596|540739|827469,Assessment Outcome - Successful,Assessment Outcome - Successful,21/11/2019 14:17:33
904596|540739|827469,Create Offer,Create Offer,21/11/2019 14:17:49
904596|540739|827469,OC - Created - Other,OC - Created - Evidence of course completion,21/11/2019 14:18:05
904596|540739|827469,Release Offer,Release Offer,21/11/2019 14:18:35
813211|405313|628671,Assessment Outcome - Successful,Assessment Outcome - Successful,11/12/2018 10:56:58
813211|405313|628671,Assessment Decision - Qualified,Assessment Decision - Qualified,11/12/2018 10:56:58
813211|405313|628671,Create Offer,Create Offer,11/12/2018 10:57:10
1010353|347393|542310,Assessment Outcome - Successful,Assessment Outcome - Successful,29/5/2018 15:58:00
1010353|347393|542310,Create Offer,Create Offer,29/5/2018 15:58:12
1010353|347393|542310,Release Offer,Release Offer,29/5/2018 16:00:32
1058117|411309|637770,Assessment Outcome - Successful,Assessment Outcome - Successful,2/1/2019 11:01:51
1058117|411309|637770,Create Offer,Create Offer,2/1/2019 11:02:09
1058117|411309|637770,Release Offer,Release Offer,2/1/2019 11:05:11
1058132|411328|637797,Assessment Outcome - Successful,Assessment Outcome - Successful,14/3/2019 15:40:30
1058132|411328|637797,Create Offer,Create Offer,14/3/2019 15:40:38
1058132|411328|637797,OC - Created - Other,OC - Created - English language requirements,14/3/2019 15:44:19
1058132|411328|637797,Release Offer,Release Offer,14/3/2019 15:45:34
1159802|552047|844551,Assessment Outcome - Successful,Assessment Outcome - Successful,20/12/2019 15:31:29
1159802|552047|844551,Create Offer,Create Offer,20/12/2019 15:31:43
1159802|552047|844551,Assessment Decision - Qualified,Assessment Decision - Qualified,20/12/2019 15:32:13
1159802|552047|844551,Release Offer,Release Offer,20/12/2019 15:34:12
1035151|558928|855193,Assessment Outcome - Successful,Assessment Outcome - Successful,6/1/2020 16:03:41
1035151|558928|855193,Create Offer,Create Offer,6/1/2020 16:04:01
1035151|558928|855193,Release Offer,Release Offer,6/1/2020 16:38:40
1039873|384644|599059,Assessment Outcome - Successful,Assessment Outcome - Successful,26/9/2018 12:14:42
1039873|384644|599059,Create Offer,Create Offer,26/9/2018 12:14:51
1039873|384644|599059,Release Offer,Release Offer,26/9/2018 12:16:56
960420|455155|699451,Assessment Outcome - Successful,Assessment Outcome - Successful,9/5/2019 15:58:33
960420|455155|699451,Create Offer,Create Offer,9/5/2019 15:58:42
960420|455155|699451,Release Offer,Release Offer,9/5/2019 16:00:54
972004|293288|477360,Assessment Outcome - Successful,Assessment Outcome - Successful,1/6/2018 14:24:26
972004|293288|477360,Create Offer,Create Offer,1/6/2018 14:24:43
972004|293288|477360,Release Offer,Release Offer,1/6/2018 14:28:20
1014680|352679|550205,Assessment Outcome - Successful,Assessment Outcome - Successful,12/7/2018 11:20:08
1014680|352679|550205,Create Offer,Create Offer,12/7/2018 11:20:21
1014680|352679|550205,OC - Created - Other,OC - Created - Evidence of course completion,12/7/2018 11:22:32
1014680|352679|550205,Release Offer,Release Offer,12/7/2018 11:25:13
962540|275613|438844,Assessment Outcome - Successful,Assessment Outcome - Successful,28/11/2017 11:51:56
962540|275613|438844,Create Offer,Create Offer,28/11/2017 11:52:04
962540|275613|438844,Release Offer,Release Offer,28/11/2017 11:53:42
1026899|368000|574176,Assessment Outcome - Successful,Assessment Outcome - Successful,17/9/2018 15:37:28
1026899|368000|574176,Create Offer,Create Offer,17/9/2018 15:37:42
1026899|368000|574176,OC - Created - Other,OC - Created - Evidence of course completion,17/9/2018 15:38:04
1026899|368000|574176,Release Offer,Release Offer,17/9/2018 15:39:47
1045261|391490|609509,Assessment Outcome - Successful,Assessment Outcome - Successful,13/11/2018 16:42:25
1045261|391490|609509,Create Offer,Create Offer,13/11/2018 16:42:34
1045261|391490|609509,Release Offer,Release Offer,13/11/2018 16:46:52
1023083|383731|597617,Assessment Outcome - Successful,Assessment Outcome - Successful,9/10/2018 11:29:36
1023083|383731|597617,Create Offer,Create Offer,9/10/2018 11:29:44
1023083|383731|597617,OC - Created - Other,OC - Created - Evidence of course completion,9/10/2018 11:30:12
1023083|383731|597617,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,19/10/2018 14:08:47
1071035|429794|665788,Assessment Outcome - Successful,Assessment Outcome - Successful,28/2/2019 15:28:51
1071035|429794|665788,Create Offer,Create Offer,28/2/2019 15:28:55
1071035|429794|665788,OC - Created - Other,OC - Created - Evidence of course completion,28/2/2019 15:30:36
1071035|429794|665788,Release Offer,Release Offer,28/2/2019 15:32:11
1008715|345455|539473,Assessment Outcome - Successful,Assessment Outcome - Successful,17/4/2018 15:20:29
1008715|345455|539473,Create Offer,Create Offer,17/4/2018 15:20:47
1008715|345455|539473,Release Offer,Release Offer,17/4/2018 15:21:39
1150903|534065|817371,Assessment Outcome - Successful,Assessment Outcome - Successful,15/1/2020 15:48:35
1150903|534065|817371,Create Offer,Create Offer,15/1/2020 15:48:45
1150903|534065|817371,OC - Created - Other,OC - Created - Evidence of course completion,15/1/2020 15:50:07
1150903|534065|817371,Release Offer,Release Offer,15/1/2020 16:13:26
1054407|406087|629837,Assessment Outcome - Successful,Assessment Outcome - Successful,11/12/2018 16:19:28
1054407|406087|629837,Create Offer,Create Offer,11/12/2018 16:19:45
1054407|406087|629837,Put Assessment On-Hold,Put Assessment On-Hold,11/12/2018 16:23:42
1054407|406087|629837,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,13/12/2018 14:28:26
1054407|406087|629837,Release Assessment Hold,Release Assessment Hold,18/12/2018 13:25:45
1054407|406087|629837,Release Offer,Release Offer,18/12/2018 14:36:23
858911|553291|846343,Assessment Outcome - Successful,Assessment Outcome - Successful,23/12/2019 16:00:21
858911|553291|846343,Create Offer,Create Offer,23/12/2019 16:00:30
858911|553291|846343,Release Offer,Release Offer,23/12/2019 16:01:39
1128615|502185|770792,Assessment Outcome - Successful,Assessment Outcome - Successful,24/9/2019 15:49:30
1128615|502185|770792,Create Offer,Create Offer,24/9/2019 15:49:44
1128615|502185|770792,Release Offer,Release Offer,24/9/2019 15:52:39
1056369|408913|634231,Assessment Outcome - Successful,Assessment Outcome - Successful,18/2/2019 12:30:21
1056369|408913|634231,Create Offer,Create Offer,18/2/2019 12:30:27
1056369|408913|634231,OC - Created - Other,OC - Created - Evidence of course completion,18/2/2019 12:33:01
1056369|408913|634231,Release Offer,Release Offer,18/2/2019 12:36:05
1152278|536494|821129,Assessment Outcome - Successful,Assessment Outcome - Successful,8/1/2020 14:39:55
1152278|536494|821129,Create Offer,Create Offer,8/1/2020 14:40:12
1152278|536494|821129,Release Offer,Release Offer,8/1/2020 14:46:36
1014878|352898|550501,Assessment Outcome - Successful,Assessment Outcome - Successful,31/7/2018 14:39:31
1014878|352898|550501,Create Offer,Create Offer,31/7/2018 14:39:41
1014878|352898|550501,OC - Created - Other,OC - Created - Evidence of course completion,31/7/2018 14:41:30
1014878|352898|550501,Release Offer,Release Offer,31/7/2018 14:44:20
813079|379336|590970,Assessment Outcome - Successful,Assessment Outcome - Successful,6/9/2018 13:48:59
813079|379336|590970,Create Offer,Create Offer,6/9/2018 13:49:09
813079|379336|590970,Release Offer,Release Offer,6/9/2018 14:01:01
657605|337469|527946,Assessment Outcome - Successful,Assessment Outcome - Successful,13/4/2018 15:38:35
657605|337469|527946,Create Offer,Create Offer,13/4/2018 15:38:48
657605|337469|527946,Release Offer,Release Offer,13/4/2018 15:40:24
1137255|514123|788542,Assessment Outcome - Successful,Assessment Outcome - Successful,2/10/2019 13:27:16
1137255|514123|788542,Assessment Decision - Qualified,Assessment Decision - Qualified,2/10/2019 13:27:16
1137255|514123|788542,Create Offer,Create Offer,2/10/2019 13:27:29
1137255|514123|788542,OC - Created - Other,OC - Created - Evidence of course completion,2/10/2019 13:29:08
1137255|514123|788542,Release Offer,Release Offer,2/10/2019 13:30:10
1063359|419432|650071,Assessment Outcome - Successful,Assessment Outcome - Successful,7/12/2018 11:46:32
1063359|419432|650071,Create Offer,Create Offer,7/12/2018 11:46:37
1063359|419432|650071,Release Offer,Release Offer,7/12/2018 12:09:17
895889|482673|740566,Assessment Outcome - Successful,Assessment Outcome - Successful,27/8/2019 17:39:03
895889|482673|740566,Create Offer,Create Offer,27/8/2019 17:39:17
895889|482673|740566,Release Offer,Release Offer,27/8/2019 17:39:57
804597|464214|713086,Assessment Outcome - Successful,Assessment Outcome - Successful,2/5/2019 12:23:39
804597|464214|713086,Create Offer,Create Offer,2/5/2019 12:23:54
804597|464214|713086,Release Offer,Release Offer,2/5/2019 12:24:19
983458|313161|496023,Assessment Outcome - Successful,Assessment Outcome - Successful,23/2/2018 14:02:57
983458|313161|496023,Create Offer,Create Offer,23/2/2018 14:03:12
983458|313161|496023,Release Offer,Release Offer,23/2/2018 14:06:47
1029231|371436|579269,Assessment Outcome - Successful,Assessment Outcome - Successful,17/8/2018 14:15:21
1029231|371436|579269,Create Offer,Create Offer,17/8/2018 14:15:38
1029231|371436|579269,Release Offer,Release Offer,17/8/2018 14:16:59
1134011|509305|781479,Assessment Outcome - Successful,Assessment Outcome - Successful,29/10/2019 15:50:44
1134011|509305|781479,Create Offer,Create Offer,29/10/2019 15:50:51
1134011|509305|781479,Release Offer,Release Offer,29/10/2019 15:52:56
1061232|418555|648750,Assessment Outcome - Successful,Assessment Outcome - Successful,14/12/2018 16:59:05
1061232|418555|648750,Create Offer,Create Offer,14/12/2018 16:59:13
1061232|418555|648750,Release Offer,Release Offer,14/12/2018 16:59:35
1028572|370265|577729,Assessment Outcome - Successful,Assessment Outcome - Successful,27/7/2018 14:24:42
