CASE_ID,WRKFLW_TSK_MAP_GROUPED,WRKFLW_TSK_MAP_DETAILED,PATH_CRDATETIME
1031372|373894|583014,Assessment Decision - Qualified,Assessment Decision - Qualified,3/8/2018 10:42:09
1031372|373894|583014,Assessment Decision - Qualified,Assessment Decision - Qualified,3/8/2018 10:43:08
1031372|373894|583014,Acacdemic - Assessment Decision - Qualified,Acacdemic - Assessment Decision - Qualified,27/8/2018 9:30:59
1031372|373894|583014,End My Assessment,End My Assessment,27/8/2018 9:31:12
1031372|373894|583014,OC - Created - Other,OC - Created - Evidence of course completion,6/9/2018 15:54:37
1031372|373894|583014,Assessment Outcome - Successful,Assessment Outcome - Successful,6/9/2018 16:01:57
761104|300968|477011,Send for Assessment,Send for Assessment,7/11/2017 13:02:54
761104|300968|477011,Assessment Decision - Not Qualified,Assessment Decision - Not Qualified,9/1/2018 14:59:55
761104|300968|477011,Assessment Decision - Qualified,Assessment Decision - Qualified,17/1/2018 13:40:20
761104|300968|477011,Assessment Outcome - Not Successful,Assessment Outcome - Not Successful,17/1/2018 13:40:20
1133551|508732|780634,Send for Assessment,Send for Assessment,24/9/2019 15:51:33
1133551|508732|780634,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,24/9/2019 15:58:37
1133551|508732|780634,Assessment Decision - Not Qualified,Assessment Decision - Not Qualified,12/10/2019 11:24:44
1133551|508732|780634,Assessment Outcome - Not Successful,Assessment Outcome - Not Successful,15/10/2019 9:10:09
1150782|553964|847370,Send for Assessment,Send for Assessment,6/12/2019 11:18:16
1150782|553964|847370,Assessment Decision - No Decision,Assessment Decision - No Decision,14/12/2019 13:35:30
1150782|553964|847370,Acacdemic - Assessment Decision - Not Qualified,Acacdemic - Assessment Decision - Not Qualified,15/12/2019 20:22:54
1150782|553964|847370,Assessment Outcome - Not Successful,Assessment Outcome - Not Successful,18/12/2019 15:29:10
1129248|506904|777793,Send for Assessment,Send for Assessment,3/9/2019 11:36:57
1129248|506904|777793,Assessment Decision - Not Qualified,Assessment Decision - Not Qualified,18/9/2019 12:52:51
1129248|506904|777793,Assessment Outcome - Not Successful,Assessment Outcome - Not Successful,18/9/2019 12:53:15
841309|397804|618871,Send for Assessment,Send for Assessment,15/10/2018 14:02:39
841309|397804|618871,Assessment Decision - Qualified,Assessment Decision - Qualified,18/10/2018 12:44:14
841309|397804|618871,Assessment Outcome - Successful,Assessment Outcome - Successful,18/10/2018 12:44:14
1143409|545341|834951,Send for Assessment,Send for Assessment,13/11/2019 15:50:11
1143409|545341|834951,Assessment Outcome - Not Successful,Assessment Outcome - Not Successful,14/11/2019 14:03:10
1011094|348344|543707,Send for Assessment,Send for Assessment,15/3/2018 14:26:00
1011094|348344|543707,Assessment Decision - Qualified,Assessment Decision - Qualified,15/3/2018 14:49:25
1011094|348344|543707,Assessment Decision - Qualified,Assessment Decision - Qualified,16/3/2018 10:08:34
1011094|348344|543707,Acacdemic - Assessment Decision - Qualified,Acacdemic - Assessment Decision - Qualified,21/3/2018 9:52:07
1011094|348344|543707,End My Assessment,End My Assessment,21/3/2018 9:53:21
1011094|348344|543707,Assessment Outcome - Successful,Assessment Outcome - Successful,24/4/2018 17:06:59
830884|476339|730795,Send for Assessment,Send for Assessment,8/5/2019 13:22:10
830884|476339|730795,Put Assessment On-Hold,Put Assessment On-Hold,11/5/2019 12:14:25
830884|476339|730795,Assessment Decision - No Decision,Assessment Decision - No Decision,11/5/2019 14:55:30
830884|476339|730795,Assessment Decision - Qualified,Assessment Decision - Qualified,11/5/2019 14:55:50
830884|476339|730795,Assessment Decision - Qualified,Assessment Decision - Qualified,11/5/2019 14:56:13
830884|476339|730795,Release Assessment Hold,Release Assessment Hold,11/5/2019 14:56:48
830884|476339|730795,Assessment Outcome - Successful,Assessment Outcome - Successful,14/5/2019 16:43:04
832820|523220|802061,Send for Assessment,Send for Assessment,26/11/2019 15:56:46
832820|523220|802061,Assessment Decision - No Decision,Assessment Decision - No Decision,4/12/2019 10:38:19
832820|523220|802061,Assessment Decision - Not Qualified,Assessment Decision - Not Qualified,4/12/2019 12:48:47
832820|523220|802061,Assessment Outcome - Not Successful,Assessment Outcome - Not Successful,4/12/2019 12:51:13
911493|546870|837164,Send for Assessment,Send for Assessment,19/11/2019 11:18:56
911493|546870|837164,Assessment Decision - Qualified,Assessment Decision - Qualified,27/11/2019 15:24:42
911493|546870|837164,Assessment Decision - Qualified,Assessment Decision - Qualified,27/11/2019 15:30:46
911493|546870|837164,OC - Created - Other,OC - Created - Evidence of course completion,27/11/2019 15:33:11
911493|546870|837164,Assessment Outcome - Successful,Assessment Outcome - Successful,27/11/2019 15:35:28
1144795|525137|804798,Send for Assessment,Send for Assessment,9/10/2019 12:54:24
1144795|525137|804798,Assessment Decision - Qualified,Assessment Decision - Qualified,12/10/2019 12:50:48
1144795|525137|804798,Assessment Decision - Qualified,Assessment Decision - Qualified,12/10/2019 12:51:16
1144795|525137|804798,Assessment Decision - Qualified,Assessment Decision - Qualified,12/10/2019 12:58:47
1144795|525137|804798,Assessment Decision - Qualified,Assessment Decision - Qualified,14/10/2019 10:41:36
1144795|525137|804798,Acacdemic - Assessment Decision - Qualified,Acacdemic - Assessment Decision - Qualified,15/10/2019 7:59:48
1144795|525137|804798,Acacdemic - Assessment Decision - Qualified,Acacdemic - Assessment Decision - Qualified,15/10/2019 8:03:25
1144795|525137|804798,End My Assessment,End My Assessment,15/10/2019 8:04:30
1144795|525137|804798,AR - Created - Other,AR - Created - Assessment information (Coursework) (1),24/10/2019 16:35:00
1144795|525137|804798,Assessment Decision - Qualified,Assessment Decision - Qualified,4/11/2019 12:52:40
1144795|525137|804798,Assessment Outcome - Successful,Assessment Outcome - Successful,4/11/2019 12:57:25
825774|396850|617504,Send for Assessment,Send for Assessment,15/10/2018 16:14:29
825774|396850|617504,Assessment Decision - Qualified,Assessment Decision - Qualified,6/11/2018 11:47:17
825774|396850|617504,Assessment Decision - Qualified,Assessment Decision - Qualified,6/11/2018 11:48:25
825774|396850|617504,Assessment Outcome - Successful,Assessment Outcome - Successful,9/11/2018 13:53:32
1148425|529785|811309,Send for Assessment,Send for Assessment,14/10/2019 11:46:28
1148425|529785|811309,End My Assessment,End My Assessment,5/11/2019 9:22:46
1148425|529785|811309,Assessment Outcome - Higher Preference Successful,Assessment Outcome - Higher Preference Successful,5/11/2019 15:52:12
285225|506349|776972,Send for Assessment,Send for Assessment,28/8/2019 15:01:47
285225|506349|776972,Assessment Decision - Qualified,Assessment Decision - Qualified,12/9/2019 15:25:40
285225|506349|776972,OC - Created - Other,OC - Created - English language requirements,12/9/2019 15:25:41
285225|506349|776972,Acacdemic - Assessment Decision - Qualified,Acacdemic - Assessment Decision - Qualified,20/9/2019 7:21:22
285225|506349|776972,End My Assessment,End My Assessment,20/9/2019 7:21:49
285225|506349|776972,OC - Created - Other,OC - Created - Evidence of course completion,15/10/2019 10:00:51
285225|506349|776972,Assessment Outcome - Successful,Assessment Outcome - Successful,15/10/2019 10:33:07
889999|539572|825720,Send for Assessment,Send for Assessment,22/11/2019 12:16:42
889999|539572|825720,Assessment Decision - No Decision,Assessment Decision - No Decision,25/11/2019 12:50:18
889999|539572|825720,Back to Triage,Back to Triage,25/11/2019 12:53:04
889999|539572|825720,Send for Assessment,Send for Assessment,26/11/2019 8:28:26
889999|539572|825720,Assessment Decision - Qualified,Assessment Decision - Qualified,26/11/2019 16:00:52
889999|539572|825720,Assessment Decision - Qualified,Assessment Decision - Qualified,26/11/2019 16:02:54
889999|539572|825720,Assessment Outcome - Successful,Assessment Outcome - Successful,26/11/2019 16:29:59
761786|539284|825308,Send for Assessment,Send for Assessment,2/12/2019 11:17:41
761786|539284|825308,Put Assessment On-Hold,Put Assessment On-Hold,12/12/2019 14:25:52
761786|539284|825308,Release Assessment Hold,Release Assessment Hold,6/1/2020 10:09:01
761786|539284|825308,Assessment Outcome - Not Successful,Assessment Outcome - Not Successful,7/1/2020 9:05:37
1130720|504955|774908,Send for Assessment,Send for Assessment,9/9/2019 13:26:07
1130720|504955|774908,Put Assessment On-Hold,Put Assessment On-Hold,11/9/2019 12:09:17
1130720|504955|774908,Release Assessment Hold,Release Assessment Hold,21/10/2019 13:35:24
1130720|504955|774908,Assessment Decision - Not Qualified,Assessment Decision - Not Qualified,22/10/2019 11:48:26
1130720|504955|774908,Assessment Outcome - Not Successful,Assessment Outcome - Not Successful,22/10/2019 11:48:26
841723|378802|590175,Send for Assessment,Send for Assessment,11/9/2018 13:49:59
841723|378802|590175,Assessment Decision - Qualified,Assessment Decision - Qualified,13/10/2018 11:59:13
841723|378802|590175,Assessment Decision - Qualified,Assessment Decision - Qualified,13/10/2018 11:59:50
841723|378802|590175,Assessment Outcome - Successful,Assessment Outcome - Successful,19/10/2018 10:16:02
1127305|515685|790776,Send for Assessment,Send for Assessment,24/9/2019 17:08:56
1127305|515685|790776,Assessment Outcome - Not Successful,Assessment Outcome - Not Successful,25/10/2019 10:43:13
1050718|398731|620167,Send for Assessment,Send for Assessment,17/10/2018 12:31:23
1050718|398731|620167,Put Assessment On-Hold,Put Assessment On-Hold,19/10/2018 11:19:49
1050718|398731|620167,Assessment Decision - No Decision,Assessment Decision - No Decision,22/10/2018 12:44:48
1050718|398731|620167,Release Assessment Hold,Release Assessment Hold,22/10/2018 12:45:05
1050718|398731|620167,Put Assessment On-Hold,Put Assessment On-Hold,30/1/2019 9:33:28
1050718|398731|620167,Release Assessment Hold,Release Assessment Hold,31/1/2019 10:57:40
1050718|398731|620167,Assessment Outcome - Higher Preference Successful,Assessment Outcome - Higher Preference Successful,2/4/2019 11:19:14
1186116|583000|885258,Send for Assessment,Send for Assessment,4/2/2020 15:03:44
758363|416992|646435,Send for Assessment,Send for Assessment,27/11/2018 11:26:43
758363|416992|646435,Assessment Decision - Qualified,Assessment Decision - Qualified,1/12/2018 11:36:29
758363|416992|646435,Assessment Outcome - Successful,Assessment Outcome - Successful,3/12/2018 15:41:46
1116410|552890|845805,Send for Assessment,Send for Assessment,26/11/2019 10:43:08
991737|324630|512656,Send for Assessment,Send for Assessment,14/2/2018 14:34:53
991737|324630|512656,Assessment Decision - Qualified,Assessment Decision - Qualified,9/3/2018 10:05:57
991737|324630|512656,Assessment Decision - Qualified,Assessment Decision - Qualified,9/3/2018 10:08:34
991737|324630|512656,Put Assessment On-Hold,Put Assessment On-Hold,9/3/2018 10:11:36
991737|324630|512656,Release Assessment Hold,Release Assessment Hold,9/3/2018 14:28:35
991737|324630|512656,Acacdemic - Assessment Decision - Not Qualified,Acacdemic - Assessment Decision - Not Qualified,26/3/2018 16:43:14
