CASE_ID,WRKFLW_TSK_MAP_GROUPED,WRKFLW_TSK_MAP_DETAILED,PATH_CRDATETIME
1153045|537241|822220,Accept,Accept,12/12/2019 13:32:28
598587|551464|843738,Release Offer,Release Offer,17/12/2019 13:06:30
598587|551464|843738,Accept,Accept,20/12/2019 19:21:44
1164683|554758|848506,Release Offer,Release Offer,7/1/2020 14:54:02
1164683|554758|848506,Accept,Accept,8/1/2020 21:45:57
1064645|452175|694913,Release Offer,Release Offer,15/5/2019 16:35:30
1100720|468316|719285,Release Offer,Release Offer,11/5/2019 14:47:23
1152919|538301|823869,Release Offer,Release Offer,2/11/2019 16:22:47
1152919|538301|823869,AR - Satisfied - application details,AR - Satisfied - Current enrolment at the University of Melbourne,22/11/2019 13:18:37
1152919|538301|823869,AR - Satisfied - GAM,AR - Satisfied - Graduate Access Melbourne,22/11/2019 13:18:42
1152919|538301|823869,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,22/11/2019 13:19:08
1152919|538301|823869,AR - Satisfied - advanced standing,AR - Satisfied - Advanced Standing,22/11/2019 13:19:14
1152919|538301|823869,OC - Satisfied - Other,OC - Satisfied - English language requirements,22/11/2019 13:19:42
1052275|402830|625246,Release Offer,Release Offer,8/12/2018 15:13:43
1052275|402830|625246,OC - Satisfied - Other,OC - Satisfied - English language requirements,12/12/2018 11:20:50
1052275|402830|625246,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,12/12/2018 11:22:47
1052275|402830|625246,Decline,Decline,10/1/2019 11:19:02
1052275|402830|625246,Restart Offer Workflow,Restart Offer Workflow,10/1/2019 11:29:12
1052275|402830|625246,Release Offer,Release Offer,10/1/2019 11:29:25
1052275|402830|625246,Accept,Accept,17/1/2019 17:58:55
1047787|394823|614448,Release Offer,Release Offer,7/12/2018 13:00:14
1047787|394823|614448,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,11/1/2019 14:09:39
1047787|394823|614448,OC - Satisfied - Other,OC - Satisfied - Evidence of course completion,11/1/2019 14:15:26
1047787|394823|614448,Accept,Accept,14/1/2019 15:03:30
23412|429724|665689,Release Offer,Release Offer,7/1/2019 12:31:19
1096529|464647|713765,Release Offer,Release Offer,14/5/2019 16:21:20
1096529|464647|713765,Accept,Accept,17/6/2019 12:06:59
1050700|413432|640900,Release Offer,Release Offer,4/2/2019 11:23:58
1055577|407739|632403,Release Offer,Release Offer,14/11/2018 16:54:30
1055577|407739|632403,Accept,Accept,30/1/2019 17:14:31
1087645|451576|799884,Release Offer,Release Offer,20/9/2019 11:50:45
1087645|451576|799884,Accept,Accept,20/9/2019 21:50:29
1179677|573921|874117,Release Offer,Release Offer,24/1/2020 16:11:56
1179677|573921|874117,Accept,Accept,25/1/2020 16:51:43
768023|340351|531837,Release Offer,Release Offer,13/4/2018 10:25:41
768023|340351|531837,OC - Satisfied - Other,OC - Satisfied - Evidence of course completion,10/12/2018 15:14:58
1047400|394393|820632,Release Offer,Release Offer,18/10/2019 9:41:36
1047400|394393|820632,Decline,Decline,12/11/2019 18:56:29
920944|470892|722942,Release Offer,Release Offer,14/5/2019 16:07:29
920944|470892|722942,Defer,Defer,15/7/2019 13:06:16
1037307|381476|594195,Release Offer,Release Offer,17/10/2018 14:05:24
1037307|381476|594195,Accept,Accept,1/4/2019 14:51:06
1151455|534894|818655,Release Offer,Release Offer,5/11/2019 15:39:48
1151455|534894|818655,Accept,Accept,6/11/2019 21:16:29
1065458|422005|653577,Release Offer,Release Offer,3/1/2019 15:41:20
1065458|422005|653577,Decline,Decline,31/1/2019 15:21:38
1026713|376034|586126,Release Offer,Release Offer,13/10/2018 10:45:11
1114833|484364|743307,Release Offer,Release Offer,23/5/2019 9:22:23
1114833|484364|743307,Manage Acceptance,Manage Acceptance,29/6/2019 22:52:29
1114833|484364|743307,Accept,Accept,29/6/2019 22:52:29
1048983|396358|616793,Release Offer,Release Offer,8/12/2018 14:29:38
1077196|438473|677872,Release Offer,Release Offer,22/1/2019 15:53:09
1077196|438473|677872,Accept,Accept,27/1/2019 11:45:19
1041367|386546|601958,Release Offer,Release Offer,27/9/2018 12:36:16
1064696|420618|651836,Release Offer,Release Offer,8/12/2018 14:08:33
1064696|420618|651836,AR - Reviewed - ELR,AR - Reviewed - English language proficiency,17/12/2018 9:47:52
1064696|420618|651836,OC - Requested - Other,OC - Requested - English language requirements,17/12/2018 9:48:37
1036271|380202|592284,Release Offer,Release Offer,5/10/2018 11:04:22
1036271|380202|592284,Decline,Decline,10/11/2018 14:31:20
1052997|403664|626470,Release Offer,Release Offer,2/11/2018 11:42:16
1038929|441085|681891,Release Offer,Release Offer,16/4/2019 17:42:38
1038929|441085|681891,OC - Created - Other,OC - Created - English language requirements,16/4/2019 17:44:15
1038929|441085|681891,Decline,Decline,18/7/2019 3:40:22
1055577|472815|725661,Release Offer,Release Offer,16/5/2019 14:35:28
1055577|472815|725661,Accept,Accept,18/6/2019 17:10:45
684599|487447|748448,Release Offer,Release Offer,13/6/2019 12:50:25
684599|487447|748448,Accept,Accept,13/6/2019 14:47:51
1034538|378000|589091,Release Offer,Release Offer,16/8/2018 9:00:08
1034538|378000|589091,Accept,Accept,16/8/2018 14:12:03
1066003|422765|654738,Release Offer,Release Offer,3/1/2019 13:11:19
1066003|422765|654738,OC - Satisfied - Other,OC - Satisfied - English language requirements,8/1/2019 13:39:34
1066003|422765|654738,Defer,Defer,28/1/2019 23:19:35
1097690|464562|713616,Release Offer,Release Offer,13/5/2019 13:02:25
1097690|464562|713616,Accept,Accept,16/5/2019 17:17:08
297088|452292|695077,Release Offer,Release Offer,10/5/2019 16:10:54
1129836|503867|773292,Release Offer,Release Offer,19/9/2019 13:38:37
1129836|503867|773292,Assessment Decision - Qualified,Assessment Decision - Qualified,24/10/2019 16:56:02
1129836|503867|773292,Accept,Accept,27/11/2019 1:59:50
1001877|336757|526956,Release Offer,Release Offer,16/4/2018 16:00:35
1039192|383793|597709,Release Offer,Release Offer,27/9/2018 14:05:56
1039192|383793|597709,Defer,Defer,18/3/2019 13:01:35
1129906|503957|773436,Release Offer,Release Offer,15/10/2019 14:33:58
1129906|503957|773436,PREPARE TO LOCK,PREPARE TO LOCK,15/10/2019 14:34:10
1129906|503957|773436,Accept,Accept,22/10/2019 23:46:29
251229|456754|701419,Release Offer,Release Offer,25/2/2019 15:09:06
251229|456754|701419,Accept,Accept,25/2/2019 17:26:07
1062725|427270|662103,Release Offer,Release Offer,4/1/2019 16:06:14
1062725|427270|662103,Assessment Decision - Qualified,Assessment Decision - Qualified,17/1/2019 13:45:09
1062725|427270|662103,OC - Created - Other,OC - Created - Evidence of course completion,24/1/2019 11:11:49
1062725|427270|662103,Decline,Decline,17/2/2019 4:23:42
1066032|422994|655110,Release Offer,Release Offer,4/1/2019 15:51:59
1066032|422994|655110,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,8/1/2019 10:43:06
1066032|422994|655110,Accept,Accept,11/2/2019 11:57:16
1022348|362011|564389,Release Offer,Release Offer,14/6/2018 16:07:01
1022348|362011|564389,Defer,Defer,21/6/2018 11:55:27
1058761|412208|639044,Release Offer,Release Offer,19/12/2018 10:02:57
1058761|412208|639044,Accept,Accept,28/12/2018 21:22:37
857028|429692|665643,Release Offer,Release Offer,21/1/2019 14:54:39
1058913|480018|736259,Release Offer,Release Offer,28/5/2019 10:07:07
1058913|480018|736259,Decline,Decline,8/1/2020 18:27:10
1007394|346044|540306,Release Offer,Release Offer,20/4/2018 10:43:55
1007394|346044|540306,Accept,Accept,20/5/2018 15:48:43
1128028|512080|785569,Release Offer,Release Offer,15/10/2019 11:21:23
1128028|512080|785569,Accept,Accept,19/10/2019 10:46:11
1068969|426854|661435,Release Offer,Release Offer,17/4/2019 10:40:09
1068969|426854|661435,Manage Acceptance,Manage Acceptance,8/7/2019 16:15:51
1068969|426854|661435,Accept,Accept,8/7/2019 16:15:51
1113797|486233|746517,Release Offer,Release Offer,4/7/2019 11:03:36
1113797|486233|746517,Decline,Decline,11/7/2019 17:55:31
1113797|486233|746517,OC - Reviewed - Other,OC - Reviewed - English language requirements,15/7/2019 16:13:01
1067449|424909|657898,Release Offer,Release Offer,18/12/2018 11:36:07
1067449|424909|657898,OC - Satisfied - Other,OC - Satisfied - English language requirements,25/1/2019 15:18:53
1067449|424909|657898,Accept,Accept,6/2/2019 9:12:01
888249|495555|760991,Release Offer,Release Offer,20/9/2019 9:53:38
888249|495555|760991,Accept,Accept,23/9/2019 9:58:07
1001829|336678|526826,Release Offer,Release Offer,15/3/2018 14:03:10
1001829|336678|526826,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,15/3/2018 14:04:48
1040164|385001|599630,Release Offer,Release Offer,9/10/2018 12:06:37
935479|535381|819449,Release Offer,Release Offer,2/11/2019 14:41:06
935479|535381|819449,Defer,Defer,29/1/2020 21:10:42
757454|486380|746741,Release Offer,Release Offer,28/5/2019 16:31:58
982703|311743|766648,Release Offer,Release Offer,15/7/2019 16:13:49
982703|311743|766648,Accept,Accept,17/7/2019 9:31:04
1009714|346606|541152,Release Offer,Release Offer,15/3/2018 17:41:21
1016250|354448|552701,Release Offer,Release Offer,7/6/2018 15:45:34
1016250|354448|552701,Accept,Accept,30/6/2018 22:59:32
1165286|555834|850078,Release Offer,Release Offer,19/12/2019 10:58:21
1165286|555834|850078,Accept,Accept,2/1/2020 12:14:07
1094186|460098|706686,Release Offer,Release Offer,11/5/2019 11:20:33
846123|104356|320614,Release Offer,Release Offer,4/1/2017 13:20:30
846123|104356|320614,Accept,Accept,4/1/2017 20:31:09
1033537|376798|587229,Release Offer,Release Offer,30/7/2018 11:29:27
1033537|376798|587229,Defer,Defer,23/8/2018 7:42:49
1147024|527784|808331,Release Offer,Release Offer,1/11/2019 15:44:57
1147024|527784|808331,Manage Acceptance,Manage Acceptance,1/11/2019 16:11:23
1147024|527784|808331,Accept,Accept,1/11/2019 16:11:23
1021374|367597|573577,Release Offer,Release Offer,12/7/2018 10:10:52
1021374|367597|573577,Accept,Accept,8/8/2018 12:14:54
1033710|376995|587501,Release Offer,Release Offer,1/8/2018 10:17:19
984370|456211|700623,Release Offer,Release Offer,15/3/2019 10:18:57
984370|456211|700623,Accept,Accept,20/3/2019 10:32:34
1064461|420298|651352,Release Offer,Release Offer,3/1/2019 12:29:25
1064461|420298|651352,Accept,Accept,3/1/2019 20:00:34
1155275|540624|827296,Release Offer,Release Offer,4/12/2019 10:29:40
1155275|540624|827296,Accept,Accept,4/12/2019 10:35:10
1134649|510128|782697,Release Offer,Release Offer,15/10/2019 16:29:50
1134649|510128|782697,Manage Acceptance,Manage Acceptance,16/10/2019 12:39:47
1134649|510128|782697,Accept,Accept,16/10/2019 12:39:47
1061466|437555|676362,Release Offer,Release Offer,10/1/2019 14:12:26
1061466|437555|676362,Accept,Accept,17/1/2019 12:16:12
1045654|392016|610294,Release Offer,Release Offer,20/11/2018 16:28:46
1045654|392016|610294,Accept,Accept,28/11/2018 16:26:30
1105117|473362|726430,Release Offer,Release Offer,28/5/2019 13:37:13
1035185|383696|597570,Release Offer,Release Offer,12/10/2018 12:07:07
960824|535900|820254,Release Offer,Release Offer,5/11/2019 15:23:13
960824|535900|820254,Manage Acceptance,Manage Acceptance,5/11/2019 19:41:30
960824|535900|820254,Accept,Accept,5/11/2019 19:41:30
1013506|351321|548117,Release Offer,Release Offer,18/7/2018 9:23:58
1034455|377916|588962,Release Offer,Release Offer,6/9/2018 10:41:44
1032525|388168|604452,Release Offer,Release Offer,1/11/2018 11:12:11
1032525|388168|604452,Accept,Accept,1/11/2018 11:18:49
724576|379419|591120,Release Offer,Release Offer,6/9/2018 15:36:14
724576|379419|591120,OC - Created - Other,OC - Created - Evidence of course completion,6/9/2018 15:36:23
724576|379419|591120,OC - Satisfied - Other,OC - Satisfied - Evidence of course completion,7/9/2018 11:14:17
724576|379419|591120,Defer,Defer,1/10/2018 11:57:19
1111137|480052|736308,Release Offer,Release Offer,28/5/2019 13:25:48
1169670|561512|858729,Release Offer,Release Offer,30/1/2020 16:21:34
1029502|371827|579839,Release Offer,Release Offer,8/8/2018 13:02:57
1029502|371827|579839,Accept,Accept,5/12/2018 19:53:24
1069286|427326|662193,Release Offer,Release Offer,7/1/2019 16:09:34
1173669|562658|860248,Release Offer,Release Offer,13/1/2020 11:24:40
382657|562314|859879,Release Offer,Release Offer,21/1/2020 10:58:17
382657|562314|859879,Accept,Accept,22/1/2020 14:14:18
920944|436181|674549,Release Offer,Release Offer,8/1/2019 10:07:12
1175308|568365|866548,Release Offer,Release Offer,13/1/2020 11:36:15
1047760|394740|698184,Release Offer,Release Offer,31/1/2019 10:32:54
1047760|394740|698184,Accept,Accept,25/5/2019 6:17:42
669915|463836|712494,Release Offer,Release Offer,10/4/2019 17:13:01
669915|463836|712494,Defer,Defer,22/4/2019 13:19:24
1100739|468344|719324,Release Offer,Release Offer,21/5/2019 10:00:04
1100739|468344|719324,Defer,Defer,7/6/2019 15:24:16
1036655|390141|607482,Release Offer,Release Offer,23/10/2018 11:58:04
1036655|390141|607482,OC - Created - Other,OC - Created - Evidence of course completion,23/10/2018 11:58:17
1124629|496515|762552,Release Offer,Release Offer,11/9/2019 13:42:52
1124629|496515|762552,Accept,Accept,2/10/2019 8:02:24
1067527|425016|658044,Release Offer,Release Offer,5/2/2019 14:35:19
1067527|425016|658044,AR - Satisfied - further information,AR - Satisfied - Further information (1),11/2/2019 14:55:41
1067527|425016|658044,OC - Not Satisfied - Other,OC - Not Satisfied - Evidence of course completion,1/3/2019 14:11:28
1000727|431447|668147,Release Offer,Release Offer,7/1/2019 15:10:12
1000727|431447|668147,Accept,Accept,10/2/2019 14:28:59
1063956|419530|650202,Release Offer,Release Offer,14/12/2018 16:42:56
1158782|546106|836113,Release Offer,Release Offer,3/12/2019 10:32:35
1158782|546106|836113,Manage Acceptance,Manage Acceptance,16/12/2019 15:20:38
1158782|546106|836113,Accept,Accept,16/12/2019 15:20:38
84841|418611|648829,Release Offer,Release Offer,14/12/2018 16:50:12
84841|418611|648829,Accept,Accept,13/2/2019 15:03:20
1065110|423912|656407,Release Offer,Release Offer,11/12/2018 14:55:14
1065110|423912|656407,Accept,Accept,14/12/2018 11:45:15
1098501|465601|715261,Release Offer,Release Offer,11/5/2019 10:47:30
1098501|465601|715261,Decline,Decline,31/5/2019 16:49:28
1091479|456543|701091,Release Offer,Release Offer,11/5/2019 13:36:01
758639|264769|421918,Release Offer,Release Offer,13/11/2017 15:37:39
758639|264769|421918,OC - Created - Other,OC - Created - Evidence of course completion,13/11/2017 15:42:02
758639|264769|421918,OC - Satisfied - Other,OC - Satisfied - Evidence of course completion,2/12/2017 15:21:35
758639|264769|421918,Defer,Defer,3/12/2017 16:44:13
961605|375543|585341,Release Offer,Release Offer,10/8/2018 16:16:25
961605|375543|585341,Accept,Accept,7/9/2018 17:05:15
1053575|405068|628340,Release Offer,Release Offer,2/1/2019 15:51:15
1053575|405068|628340,Accept,Accept,7/1/2019 13:36:46
1041567|391082|608864,Release Offer,Release Offer,9/10/2018 13:31:38
1041567|391082|608864,OC - Created - Other,OC - Created - Evidence of course completion,9/10/2018 13:35:36
1041567|391082|608864,Accept,Accept,22/12/2018 3:36:39
1078032|441013|681790,Release Offer,Release Offer,5/2/2019 13:50:24
1078032|441013|681790,Decline,Decline,26/2/2019 14:42:37
1110691|479481|735467,Release Offer,Release Offer,14/5/2019 17:01:00
873791|484952|744345,Release Offer,Release Offer,23/5/2019 12:31:19
873791|484952|744345,OC - Created - Other,OC - Created - English language requirements,23/5/2019 12:32:15
873791|484952|744345,OC - Satisfied - Other,OC - Satisfied - English language requirements,18/6/2019 14:26:30
873791|484952|744345,Defer,Defer,22/6/2019 6:19:01
1156691|542991|830966,Release Offer,Release Offer,21/11/2019 12:52:19
1156691|542991|830966,Manage Acceptance,Manage Acceptance,3/12/2019 15:18:31
1156691|542991|830966,Accept,Accept,3/12/2019 15:18:31
1060549|417674|647399,Release Offer,Release Offer,8/12/2018 12:46:40
1060549|417674|647399,Decline,Decline,26/12/2018 16:01:25
389899|547897|838666,Release Offer,Release Offer,18/12/2019 9:27:32
389899|547897|838666,OC - Satisfied - Other,OC - Satisfied - English language requirements,30/12/2019 10:21:38
389899|547897|838666,Accept,Accept,30/12/2019 21:06:10
680712|407968|632745,Release Offer,Release Offer,14/11/2018 16:58:11
680712|407968|632745,Defer,Defer,8/1/2019 11:55:59
1108597|477482|732532,Release Offer,Release Offer,23/5/2019 10:52:08
1108597|477482|732532,Accept,Accept,25/5/2019 11:24:47
1072159|431460|668181,Release Offer,Release Offer,20/3/2019 14:16:07
1072159|431460|668181,Accept,Accept,21/3/2019 13:02:12
374924|439273|679201,Release Offer,Release Offer,24/5/2019 14:52:27
1028321|369941|577244,Release Offer,Release Offer,28/6/2018 16:35:39
1028321|369941|577244,OC - Satisfied - Other,OC - Satisfied - English language requirements,3/7/2018 10:49:47
1089995|480573|737193,Release Offer,Release Offer,11/5/2019 16:46:43
1089995|480573|737193,Accept,Accept,13/5/2019 8:15:20
1055583|407992|632784,Release Offer,Release Offer,25/3/2019 11:59:10
936837|426251|660503,Release Offer,Release Offer,4/1/2019 13:53:25
936837|426251|660503,Accept,Accept,21/1/2019 1:09:25
1069538|432183|669267,Release Offer,Release Offer,27/2/2019 10:28:11
1069538|432183|669267,Accept,Accept,28/2/2019 11:35:53
1125242|497408|763842,Release Offer,Release Offer,28/10/2019 13:26:03
835493|381885|594816,Release Offer,Release Offer,23/8/2018 15:50:19
835493|381885|594816,Accept,Accept,26/8/2018 10:34:58
1108816|477683|732826,Release Offer,Release Offer,28/5/2019 17:10:35
1108816|477683|732826,Accept,Accept,13/6/2019 18:58:14
1019820|360156|561476,Release Offer,Release Offer,17/9/2018 11:01:09
1048920|406016|629731,Release Offer,Release Offer,1/11/2018 14:22:37
1048920|406016|629731,OC - Reviewed - Other,OC - Reviewed - English language requirements,14/11/2018 11:31:01
1166685|557494|853107,Release Offer,Release Offer,30/1/2020 9:26:33
1166685|557494|853107,AR - Satisfied - syllabus,AR - Satisfied - Official syllabus or subject descriptions (in English),31/1/2020 11:33:48
391484|440820|681505,Release Offer,Release Offer,23/1/2019 16:46:19
391484|440820|681505,Accept,Accept,8/2/2019 7:11:20
1125321|497557|764055,Release Offer,Release Offer,8/1/2020 11:30:38
1125321|497557|764055,OC - Satisfied - Other,OC - Satisfied - English language requirements,10/1/2020 14:50:23
1154919|540111|826548,Release Offer,Release Offer,21/11/2019 13:08:57
1154919|540111|826548,Accept,Accept,21/11/2019 14:07:19
1075271|436095|674437,Release Offer,Release Offer,25/3/2019 16:56:36
502030|95557|149167,Release Offer,Release Offer,26/4/2016 16:27:24
502030|95557|149167,Accept,Accept,24/5/2016 13:26:06
1039638|385698|600699,Release Offer,Release Offer,19/10/2018 15:26:59
1039638|385698|600699,Decline,Decline,22/2/2019 15:38:21
743304|471313|736176,Release Offer,Release Offer,23/5/2019 12:46:12
743304|471313|736176,Accept,Accept,29/5/2019 0:28:33
1101040|468693|719818,Release Offer,Release Offer,11/5/2019 17:34:52
1101040|468693|719818,Assessment Decision - Qualified,Assessment Decision - Qualified,16/7/2019 16:03:45
1101040|468693|719818,Accept,Accept,19/7/2019 16:04:23
667528|467229|717747,Release Offer,Release Offer,30/4/2019 15:46:36
667528|467229|717747,Accept,Accept,26/5/2019 7:13:37
1002271|337186|527523,Release Offer,Release Offer,23/4/2018 17:10:39
1002271|337186|527523,Defer,Defer,27/4/2018 11:10:55
1088165|451767|694294,Release Offer,Release Offer,5/2/2019 15:41:52
1088165|451767|694294,Accept,Accept,18/2/2019 15:51:08
1167760|559579|856156,Release Offer,Release Offer,7/1/2020 15:59:12
1167760|559579|856156,Accept,Accept,8/1/2020 19:41:45
1132166|507800|779193,Release Offer,Release Offer,10/10/2019 14:58:16
1132166|507800|779193,Accept,Accept,10/10/2019 17:08:18
1039899|384683|599114,Release Offer,Release Offer,31/8/2018 11:16:52
1039899|384683|599114,Accept,Accept,4/9/2018 20:23:50
1070795|429500|665369,Release Offer,Release Offer,21/12/2018 10:45:59
1070795|429500|665369,Accept,Accept,24/12/2018 18:34:26
954468|360490|561961,Release Offer,Release Offer,15/6/2018 14:23:52
954468|360490|561961,OC - Created - Other,OC - Created - Evidence of course completion,15/6/2018 14:24:07
954468|360490|561961,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,14/12/2018 12:35:07
954468|360490|561961,OC - Satisfied - Other,OC - Satisfied - Evidence of course completion,14/12/2018 12:35:23
954468|360490|561961,OC - Satisfied - Other,OC - Satisfied - MYEQUALS transcript authentication for students,14/12/2018 13:16:17
954468|360490|561961,Accept,Accept,5/1/2019 12:51:27
1033537|378991|590458,Release Offer,Release Offer,16/8/2018 12:51:50
1130751|504985|774945,Release Offer,Release Offer,25/9/2019 10:27:46
1130751|504985|774945,Accept,Accept,2/10/2019 9:52:58
1137305|513656|787847,Release Offer,Release Offer,25/10/2019 9:15:17
1137305|513656|787847,Assessment Decision - No Decision,Assessment Decision - No Decision,30/10/2019 10:18:17
1137305|513656|787847,Assessment Decision - Qualified,Assessment Decision - Qualified,30/10/2019 10:27:10
834579|497265|763633,Release Offer,Release Offer,14/8/2019 14:03:50
834579|497265|763633,Manage Acceptance,Manage Acceptance,4/12/2019 1:58:43
834579|497265|763633,Accept,Accept,4/12/2019 1:58:43
1133127|508191|779818,Release Offer,Release Offer,12/10/2019 15:02:14
1133127|508191|779818,OC - Satisfied - Other,OC - Satisfied - English language requirements,29/10/2019 13:41:12
1133127|508191|779818,Defer,Defer,29/1/2020 14:56:25
1054087|405700|629279,Release Offer,Release Offer,18/10/2018 11:01:38
1054087|405700|629279,AR - Created - Other,AR - Created - Assessment information (Coursework) (1),30/10/2018 14:22:51
1054087|405700|629279,Put Assessment On-Hold,Put Assessment On-Hold,12/2/2019 11:13:38
1054087|405700|629279,Release Assessment Hold,Release Assessment Hold,17/9/2019 11:15:49
