CASE_ID,WRKFLW_TSK_MAP_GROUPED,WRKFLW_TSK_MAP_DETAILED,PATH_CRDATETIME
930987|361786|564008,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,7/6/2018 13:57:41
930987|361786|564008,AR - Not Satisfied - ELR,AR - Not Satisfied - English language proficiency,7/6/2018 13:57:58
930987|361786|564008,OC - Created - Other,OC - Created - English language requirements,7/6/2018 13:58:05
930987|361786|564008,Send for Assessment,Send for Assessment,7/6/2018 14:00:57
1037562|386109|651820,Submit,Submit,6/9/2018 16:56:32
1037562|386109|651820,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,18/10/2018 10:46:11
1037562|386109|651820,AR - Satisfied - work experience,AR - Satisfied - Employer reference letter,18/10/2018 10:46:11
1037562|386109|651820,AR - Satisfied - work experience,AR - Satisfied - Curriculum Vitae,18/10/2018 10:46:11
1037562|386109|651820,AR - Satisfied - personal statement/expression of interest,AR - Satisfied - Personal statement (500 words),18/10/2018 10:46:11
1037562|386109|651820,Send for Assessment,Send for Assessment,18/10/2018 12:59:04
1092070|457283|702290,Submit,Submit,6/2/2019 15:18:44
1092070|457283|702290,AR - Created - further information,AR - Created - Further information (1),21/2/2019 9:31:56
1092070|457283|702290,AR - Requested - further information,AR - Requested - Further information (1),21/2/2019 9:32:25
1092070|457283|702290,AR - Not Satisfied - ELR,AR - Not Satisfied - English language proficiency,21/2/2019 9:32:39
1092070|457283|702290,OC - Created - Other,OC - Created - English language requirements,21/2/2019 9:32:45
1092070|457283|702290,Put Triage On-Hold,Put Triage On-Hold,21/2/2019 9:33:39
1102908|470757|722761,Submit,Submit,30/4/2019 15:56:07
1102908|470757|722761,AR - Satisfied - advanced standing,AR - Satisfied - Credit for previous study,16/5/2019 10:45:14
1102908|470757|722761,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,16/5/2019 10:54:49
1102908|470757|722761,Send for Assessment,Send for Assessment,16/5/2019 11:04:46
1052649|403155|625720,Submit,Submit,6/10/2018 14:21:35
1052649|403155|625720,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,15/10/2018 11:07:24
1052649|403155|625720,AR - Satisfied - work experience,AR - Satisfied - Curriculum Vitae,15/10/2018 11:11:50
1052649|403155|625720,OC - Created - Other,OC - Created - English language requirements,15/10/2018 11:14:28
1052649|403155|625720,Send for Assessment,Send for Assessment,15/10/2018 11:14:37
1017434|355950|554924,Submit,Submit,16/4/2018 11:16:53
1017434|355950|554924,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,26/4/2018 10:07:51
1017434|355950|554924,Send for Assessment,Send for Assessment,26/4/2018 10:18:28
388114|371150|578862,Submit,Submit,11/1/2019 9:59:06
388114|371150|578862,AR - Satisfied - advanced standing,AR - Satisfied - Credit for previous study,15/1/2019 10:24:19
388114|371150|578862,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,15/1/2019 10:27:11
388114|371150|578862,AR - Created - further information,AR - Created - Further information (1),15/1/2019 10:44:02
388114|371150|578862,AR - Requested - further information,AR - Requested - Further information (1),15/1/2019 10:44:22
388114|371150|578862,Put Triage On-Hold,Put Triage On-Hold,15/1/2019 10:47:25
1077871|514419|788955,Submit,Submit,2/9/2019 21:48:48
1077871|514419|788955,AR - Satisfied - previous or current study,AR - Satisfied - Transcript � My eQuals,24/9/2019 13:13:07
1077871|514419|788955,AR - Satisfied - entry points,AR - Satisfied - Entry points (Master of Information Technology),24/9/2019 16:15:46
1077871|514419|788955,AR - Satisfied - application details,AR - Satisfied - Current enrolment at the University of Melbourne,24/9/2019 16:16:48
1077871|514419|788955,AR - Satisfied - GAM,AR - Satisfied - Graduate Access Melbourne,24/9/2019 16:16:54
1077871|514419|788955,AR - Satisfied - specialisation,AR - Satisfied - Specialisation (Master of Information Technology),24/9/2019 16:17:21
1077871|514419|788955,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,24/9/2019 16:18:06
1077871|514419|788955,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,24/9/2019 16:19:52
1077871|514419|788955,Send for Assessment,Send for Assessment,24/9/2019 16:26:50
832919|404288|627219,Submit,Submit,8/10/2018 21:38:42
832919|404288|627219,AR - Created - previous or current study,AR - Created - University of Melbourne Statement of Results / transcript,9/10/2018 15:11:49
832919|404288|627219,AR - Satisfied - previous or current study,AR - Satisfied - University of Melbourne Statement of Results / transcript,9/10/2018 15:12:20
832919|404288|627219,AR - Satisfied - entry points,AR - Satisfied - Entry points (Master of Information Technology),15/10/2018 15:28:42
832919|404288|627219,AR - Satisfied - application details,AR - Satisfied - Current enrolment at the University of Melbourne,15/10/2018 15:49:55
832919|404288|627219,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,15/10/2018 15:50:30
832919|404288|627219,AR - Satisfied - specialisation,AR - Satisfied - Specialisation (Master of Information Technology),15/10/2018 15:50:43
832919|404288|627219,AR - Satisfied - syllabus,AR - Satisfied - Official syllabus or subject descriptions (in English),15/10/2018 15:50:55
832919|404288|627219,Send for Assessment,Send for Assessment,15/10/2018 15:51:34
1114684|484215|743082,Submit,Submit,29/5/2019 11:03:04
1114684|484215|743082,Send for Assessment,Send for Assessment,4/6/2019 12:47:40
1026606|367690|573742,Submit,Submit,29/4/2019 12:38:25
1026606|367690|573742,Put Triage On-Hold,Put Triage On-Hold,8/5/2019 16:34:58
1026606|367690|573742,Assessment Decision - No Decision,Assessment Decision - No Decision,8/5/2019 16:35:32
1026606|367690|573742,Release Triage Hold,Release Triage Hold,9/5/2019 13:29:29
1026606|367690|573742,AR - Satisfied - personal statement/expression of interest,AR - Satisfied - Personal statement (500 words),9/5/2019 14:28:49
1026606|367690|573742,AR - Satisfied - work experience,AR - Satisfied - Curriculum Vitae,9/5/2019 14:28:55
1026606|367690|573742,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,9/5/2019 14:46:58
1026606|367690|573742,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,9/5/2019 14:47:14
1026606|367690|573742,AR - Requested - work experience,AR - Requested - Employer reference letter,9/5/2019 14:48:30
1026606|367690|573742,Put Triage On-Hold,Put Triage On-Hold,9/5/2019 14:52:49
1026606|367690|573742,Assessment Decision - No Decision,Assessment Decision - No Decision,9/5/2019 14:53:42
1026606|367690|573742,Assessment Decision - No Decision,Assessment Decision - No Decision,9/5/2019 14:57:55
1026606|367690|573742,Release Triage Hold,Release Triage Hold,31/7/2019 16:48:35
1026606|367690|573742,WITHDRAW & LOCK,WITHDRAW & LOCK,31/7/2019 16:48:47
1062725|419008|649432,Submit,Submit,17/11/2018 0:55:37
1062725|419008|649432,AR - Satisfied - entry points,AR - Satisfied - Entry points (Master of Information Technology),28/11/2018 12:37:24
1062725|419008|649432,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,28/11/2018 12:46:47
1062725|419008|649432,AR - Satisfied - previous or current study,AR - Satisfied - Transcript � My eQuals,28/11/2018 12:47:59
1062725|419008|649432,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,28/11/2018 12:48:10
1062725|419008|649432,AR - Satisfied - specialisation,AR - Satisfied - Specialisation (Master of Information Technology),28/11/2018 12:48:35
1062725|419008|649432,Assessment Decision - Qualified,Assessment Decision - Qualified,28/11/2018 12:54:50
1062725|419008|649432,Send for Assessment,Send for Assessment,28/11/2018 12:55:10
1068985|426862|661450,Submit,Submit,29/11/2018 1:03:13
1068985|426862|661450,AR - Satisfied - advanced standing,AR - Satisfied - Credit for previous study,10/12/2018 11:49:40
1068985|426862|661450,AR - Satisfied - previous or current study,AR - Satisfied - Transcript � My eQuals,10/12/2018 11:50:02
1068985|426862|661450,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,10/12/2018 11:52:32
1068985|426862|661450,Assessment Decision - Qualified,Assessment Decision - Qualified,10/12/2018 11:53:29
1068985|426862|661450,Send for Assessment,Send for Assessment,10/12/2018 11:55:10
913846|533041|815617,Submit,Submit,12/10/2019 12:37:23
913846|533041|815617,AR - Satisfied - entry points,AR - Satisfied - Entry points (Master of Information Systems),14/10/2019 11:17:53
913846|533041|815617,AR - Created - previous or current study,AR - Created - University of Melbourne Statement of Results / transcript,17/10/2019 9:18:26
913846|533041|815617,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,17/10/2019 9:21:50
913846|533041|815617,AR - Satisfied - specialisation,AR - Satisfied - Specialisation (Master of Information Systems),17/10/2019 9:23:06
913846|533041|815617,Send for Assessment,Send for Assessment,17/10/2019 9:29:00
1169011|560619|857538,Submit,Submit,13/12/2019 14:07:11
1169011|560619|857538,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,17/12/2019 13:41:08
1169011|560619|857538,AR - Requested - ELR,AR - Requested - English language proficiency,17/12/2019 13:41:27
1169011|560619|857538,AR - Requested - work experience,AR - Requested - Employer reference letter,17/12/2019 13:42:16
1169011|560619|857538,AR - Satisfied - personal statement/expression of interest,AR - Satisfied - Personal statement (500 words),17/12/2019 13:42:24
1169011|560619|857538,AR - Satisfied - work experience,AR - Satisfied - Curriculum Vitae,17/12/2019 13:42:43
1169011|560619|857538,Assessment Decision - No Decision,Assessment Decision - No Decision,17/12/2019 13:49:19
1169011|560619|857538,Put Triage On-Hold,Put Triage On-Hold,17/12/2019 13:49:35
1059270|412994|640221,Submit,Submit,7/12/2018 17:01:33
1059270|412994|640221,AR - Not Satisfied - ELR,AR - Not Satisfied - English language proficiency,13/12/2018 13:30:19
1059270|412994|640221,Put Triage On-Hold,Put Triage On-Hold,13/12/2018 13:31:35
1059270|412994|640221,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,17/12/2018 11:28:35
1059270|412994|640221,OC - Created - Other,OC - Created - English language requirements,17/12/2018 11:29:20
1059270|412994|640221,Release Triage Hold,Release Triage Hold,17/12/2018 11:33:24
1059270|412994|640221,Send for Assessment,Send for Assessment,17/12/2018 11:33:50
762725|499334|766697,Submit,Submit,15/7/2019 17:08:07
762725|499334|766697,AR - Created - previous or current study,AR - Created - University of Melbourne Statement of Results / transcript,23/8/2019 9:24:01
762725|499334|766697,AR - Satisfied - previous or current study,AR - Satisfied - University of Melbourne Statement of Results / transcript,23/8/2019 9:24:45
762725|499334|766697,AR - Satisfied - advanced standing,AR - Satisfied - Credit for previous study,16/10/2019 14:28:51
762725|499334|766697,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,16/10/2019 14:28:59
762725|499334|766697,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,16/10/2019 14:29:09
762725|499334|766697,Send for Assessment,Send for Assessment,16/10/2019 14:29:43
835717|410671|636809,Submit,Submit,22/10/2018 13:59:01
835717|410671|636809,AR - Created - previous or current study,AR - Created - University of Melbourne Statement of Results / transcript,23/10/2018 11:01:57
835717|410671|636809,AR - Satisfied - previous or current study,AR - Satisfied - University of Melbourne Statement of Results / transcript,23/10/2018 11:02:24
835717|410671|636809,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,13/11/2018 13:51:20
835717|410671|636809,AR - Satisfied - application details,AR - Satisfied - Current enrolment at the University of Melbourne,13/11/2018 13:51:24
835717|410671|636809,AR - Satisfied - GAM,AR - Satisfied - Graduate Access Melbourne,13/11/2018 13:51:28
835717|410671|636809,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,13/11/2018 13:51:32
835717|410671|636809,Send for Assessment,Send for Assessment,13/11/2018 13:52:23
1153801|538391|823983,Submit,Submit,22/10/2019 23:10:39
1153801|538391|823983,AR - Satisfied - Other,AR - Satisfied - Advanced Standing,31/10/2019 15:14:41
1153801|538391|823983,AR - Satisfied - specialisation,AR - Satisfied - Specialisation (Master of Information Technology),31/10/2019 15:17:45
1153801|538391|823983,AR - Satisfied - entry points,AR - Satisfied - Entry points (Master of Information Technology),31/10/2019 15:17:54
1153801|538391|823983,AR - Satisfied - GAM,AR - Satisfied - Graduate Access Melbourne,31/10/2019 15:19:35
1153801|538391|823983,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,31/10/2019 15:20:34
1153801|538391|823983,AR - Satisfied - application details,AR - Satisfied - Current enrolment at the University of Melbourne,31/10/2019 15:24:43
1153801|538391|823983,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,31/10/2019 15:28:03
1153801|538391|823983,Send for Assessment,Send for Assessment,31/10/2019 15:28:59
660857|474347|727887,Submit,Submit,7/4/2019 23:34:20
660857|474347|727887,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,13/4/2019 10:48:41
660857|474347|727887,AR - Satisfied - advanced standing,AR - Satisfied - Credit for previous study,13/4/2019 15:03:26
660857|474347|727887,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,13/4/2019 15:07:39
660857|474347|727887,Assessment Decision - Qualified,Assessment Decision - Qualified,13/4/2019 15:36:39
660857|474347|727887,AR - Created - Other,AR - Created - Assessment information (Coursework) (1),13/4/2019 15:36:55
660857|474347|727887,Send for Assessment,Send for Assessment,13/4/2019 15:38:32
1071755|435422|673466,Submit,Submit,16/1/2019 0:48:40
1071755|435422|673466,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,18/1/2019 10:42:27
1071755|435422|673466,AR - Satisfied - work experience,AR - Satisfied - Employer reference letter,18/1/2019 10:43:28
1071755|435422|673466,AR - Satisfied - personal statement/expression of interest,AR - Satisfied - Personal statement (500 words),18/1/2019 10:43:45
1071755|435422|673466,AR - Satisfied - work experience,AR - Satisfied - Curriculum Vitae,18/1/2019 10:43:49
1071755|435422|673466,Send for Assessment,Send for Assessment,18/1/2019 11:15:01
1061850|416881|646276,Submit,Submit,15/11/2018 20:29:19
1061850|416881|646276,AR - Satisfied - entry points,AR - Satisfied - Entry points (Master of Information Technology),26/11/2018 14:18:18
1061850|416881|646276,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,26/11/2018 14:19:28
1061850|416881|646276,AR - Satisfied - application details,AR - Satisfied - Current enrolment at the University of Melbourne,26/11/2018 14:19:37
1061850|416881|646276,AR - Satisfied - GAM,AR - Satisfied - Graduate Access Melbourne,26/11/2018 14:19:43
1061850|416881|646276,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,26/11/2018 14:25:51
1061850|416881|646276,AR - Satisfied - specialisation,AR - Satisfied - Specialisation (Master of Information Technology),26/11/2018 14:33:14
1061850|416881|646276,AR - Satisfied - advanced standing,AR - Satisfied - Advanced Standing,26/11/2018 14:33:20
1061850|416881|646276,AR - Satisfied - syllabus,AR - Satisfied - Official syllabus or subject descriptions (in English),26/11/2018 14:33:47
1061850|416881|646276,Send for Assessment,Send for Assessment,26/11/2018 14:46:31
354059|390663|608273,Submit,Submit,10/9/2018 20:37:53
354059|390663|608273,AR - Created - previous or current study,AR - Created - University of Melbourne Statement of Results / transcript,11/9/2018 13:30:50
354059|390663|608273,AR - Satisfied - previous or current study,AR - Satisfied - University of Melbourne Statement of Results / transcript,11/9/2018 13:31:19
354059|390663|608273,AR - Satisfied - entry points,AR - Satisfied - Entry points (Master of Information Technology),26/9/2018 9:29:35
354059|390663|608273,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,26/9/2018 9:30:51
354059|390663|608273,AR - Satisfied - specialisation,AR - Satisfied - Specialisation (Master of Information Technology),26/9/2018 9:33:06
354059|390663|608273,AR - Satisfied - syllabus,AR - Satisfied - Official syllabus or subject descriptions (in English),26/9/2018 9:33:29
354059|390663|608273,AR - Not Satisfied - ELR,AR - Not Satisfied - English language proficiency,26/9/2018 9:35:06
354059|390663|608273,OC - Created - Other,OC - Created - English language requirements,26/9/2018 9:35:18
354059|390663|608273,Send for Assessment,Send for Assessment,26/9/2018 9:37:57
1185891|582655|884798,Submit,Submit,24/1/2020 16:56:14
1185891|582655|884798,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,30/1/2020 10:26:37
1185891|582655|884798,AR - Satisfied - entry points,AR - Satisfied - Entry points (Master of Information Technology),30/1/2020 10:26:44
1185891|582655|884798,AR - Not Satisfied - ELR,AR - Not Satisfied - English language proficiency,30/1/2020 10:26:53
1185891|582655|884798,OC - Created - Other,OC - Created - English language requirements,30/1/2020 10:27:00
1185891|582655|884798,AR - Satisfied - specialisation,AR - Satisfied - Specialisation (Master of Information Technology),30/1/2020 10:27:07
1185891|582655|884798,AR - Satisfied - syllabus,AR - Satisfied - Official syllabus or subject descriptions (in English),30/1/2020 10:27:13
1185891|582655|884798,Send for Assessment,Send for Assessment,30/1/2020 10:27:38
1132420|507235|778296,Submit,Submit,16/8/2019 19:13:51
1132420|507235|778296,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,27/8/2019 14:48:52
1132420|507235|778296,Put Triage On-Hold,Put Triage On-Hold,27/8/2019 14:52:46
1132420|507235|778296,AR - Created - further information,AR - Created - Further information (1),9/9/2019 15:02:36
1132420|507235|778296,AR - Satisfied - further information,AR - Satisfied - Further information (1),23/9/2019 13:09:35
1132420|507235|778296,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,23/9/2019 13:09:43
1132420|507235|778296,AR - Satisfied - work experience,AR - Satisfied - Curriculum Vitae,23/9/2019 13:09:52
1132420|507235|778296,Release Triage Hold,Release Triage Hold,23/9/2019 13:10:01
1132420|507235|778296,Send for Assessment,Send for Assessment,23/9/2019 13:10:06
1037818|382051|595063,Submit,Submit,12/8/2018 2:24:26
1037818|382051|595063,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,13/8/2018 14:38:07
1037818|382051|595063,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,13/8/2018 14:38:39
1037818|382051|595063,AR - Satisfied - work experience,AR - Satisfied - Curriculum Vitae,13/8/2018 14:38:46
1037818|382051|595063,Send for Assessment,Send for Assessment,13/8/2018 14:39:41
1186084|582902|885130,Submit,Submit,26/1/2020 15:41:48
1186084|582902|885130,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,28/1/2020 9:44:30
1186084|582902|885130,AR - Satisfied - work experience,AR - Satisfied - Curriculum Vitae and professional experience,28/1/2020 9:46:01
1186084|582902|885130,Send for Assessment,Send for Assessment,28/1/2020 9:46:08
702235|479390|735328,Submit,Submit,28/4/2019 21:04:09
702235|479390|735328,AR - Created - previous or current study,AR - Created - University of Melbourne Statement of Results / transcript,2/5/2019 11:23:04
702235|479390|735328,AR - Satisfied - previous or current study,AR - Satisfied - University of Melbourne Statement of Results / transcript,2/5/2019 11:23:24
702235|479390|735328,AR - Satisfied - application details,AR - Satisfied - Current enrolment at the University of Melbourne,21/5/2019 10:48:31
702235|479390|735328,AR - Satisfied - GAM,AR - Satisfied - Graduate Access Melbourne,21/5/2019 10:49:06
702235|479390|735328,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,21/5/2019 10:49:32
702235|479390|735328,Put Triage On-Hold,Put Triage On-Hold,21/5/2019 11:00:25
702235|479390|735328,AR - Satisfied - advanced standing,AR - Satisfied - Credit for previous study,31/5/2019 16:32:46
702235|479390|735328,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,31/5/2019 16:33:01
702235|479390|735328,Release Triage Hold,Release Triage Hold,31/5/2019 16:33:41
702235|479390|735328,Send for Assessment,Send for Assessment,31/5/2019 16:33:50
1101040|468693|719819,Submit,Submit,18/3/2019 15:07:07
1101040|468693|719819,AR - Satisfied - previous or current study,AR - Satisfied - Transcript � CHESICC,8/4/2019 15:17:26
1101040|468693|719819,AR - Satisfied - application details,AR - Satisfied - Current enrolment at the University of Melbourne,8/4/2019 15:20:24
1101040|468693|719819,AR - Satisfied - work experience,AR - Satisfied - Curriculum Vitae and professional experience,8/4/2019 15:20:45
1101040|468693|719819,Put Triage On-Hold,Put Triage On-Hold,8/4/2019 15:22:06
1101040|468693|719819,Release Triage Hold,Release Triage Hold,8/4/2019 15:22:41
1101040|468693|719819,AR - Satisfied - previous or current study,AR - Satisfied - Transcript � My eQuals,9/4/2019 14:31:30
1101040|468693|719819,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,9/4/2019 14:31:44
1101040|468693|719819,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,9/4/2019 14:33:24
1101040|468693|719819,Put Triage On-Hold,Put Triage On-Hold,9/4/2019 14:35:23
1101040|468693|719819,Assessment Decision - Qualified,Assessment Decision - Qualified,8/5/2019 15:28:22
1101040|468693|719819,Release Triage Hold,Release Triage Hold,8/5/2019 15:28:36
1101040|468693|719819,Send for Assessment,Send for Assessment,8/5/2019 15:29:16
1075845|436947|675528,Submit,Submit,26/12/2018 17:13:52
1075845|436947|675528,Put Triage On-Hold,Put Triage On-Hold,8/1/2019 10:06:59
1075845|436947|675528,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,1/2/2019 14:05:33
1075845|436947|675528,AR - Not Satisfied - ELR,AR - Not Satisfied - English language proficiency,1/2/2019 14:05:45
1075845|436947|675528,Release Triage Hold,Release Triage Hold,1/2/2019 14:06:27
1075845|436947|675528,Send for Assessment,Send for Assessment,1/2/2019 14:06:38
1097405|464257|713158,Submit,Submit,5/3/2019 16:58:38
1097405|464257|713158,AR - Satisfied - entry points,AR - Satisfied - Entry points (Master of Information Technology),6/3/2019 8:58:25
1097405|464257|713158,AR - Satisfied - previous or current study,AR - Satisfied - Transcript � My eQuals,6/3/2019 8:58:44
1097405|464257|713158,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,6/3/2019 9:00:27
1097405|464257|713158,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,6/3/2019 9:01:43
1097405|464257|713158,AR - Satisfied - specialisation,AR - Satisfied - Specialisation (Master of Information Technology),6/3/2019 9:01:50
1097405|464257|713158,AR - Satisfied - syllabus,AR - Satisfied - Official syllabus or subject descriptions (in English),6/3/2019 9:02:13
1097405|464257|713158,Send for Assessment,Send for Assessment,6/3/2019 9:03:27
1178170|571978|871562,Submit,Submit,4/1/2020 16:45:37
